,GWP100,log(GWP100),log(LT),log(RE),log(lip),log(sol)
0,3048.2310999393126,3.4840478897094727,1.2466498613357544,-0.632439374923706,0.020147696137428284,-1.6383112668991089
1,86.87975560115439,1.9389185905456543,0.0484735332429409,-0.6458656191825867,0.03255827724933624,-1.4067012071609497
2,507.92638291661035,2.705800771713257,0.5930511951446533,-0.6543854475021362,0.022965148091316223,-1.4348646402359009
3,1289.2369006495876,3.110332727432251,0.8731299638748169,-1.1341760158538818,0.10737861692905426,-1.2818447351455688
4,288.95769530057595,2.460834264755249,0.41536951065063477,-1.1592333316802979,0.17610575258731842,-1.3778139352798462
5,1704.2153294230752,3.2315244674682617,0.9416366815567017,-0.8709879517555237,0.28568994998931885,-2.632716178894043
6,79.86877241957984,1.9023770093917847,-0.08573055267333984,-1.0029850006103516,0.22521914541721344,-3.0047543048858643
7,277.5980154631275,2.4434163570404053,0.5571989417076111,-0.9537113308906555,0.2702134847640991,-2.9592795372009277
8,264.2456210661465,2.4220077991485596,-0.06408381462097168,-0.9199738502502441,0.028229907155036926,-1.8827012777328491
9,80.83850704813679,1.9076182842254639,-0.6568024158477783,-0.8989656567573547,0.029811695218086243,-2.201526641845703
10,2008.7497009622068,3.3029258251190186,0.980798065662384,-0.6564693450927734,0.006531967781484127,-1.9280600547790527
11,60.145488600557684,1.7792030572891235,-0.06064582243561745,-0.6763293147087097,-0.03362862765789032,-1.8879404067993164
12,358.03993918217895,2.553931474685669,0.4527741074562073,-0.7008180618286133,-0.0685494989156723,-1.9721038341522217
13,547.4178065333666,2.738318920135498,0.6111019849777222,-0.9770487546920776,-0.02423463761806488,-1.3924241065979004
14,143.41175142484352,2.1565847396850586,0.0558241568505764,-1.0119115114212036,-0.02567438781261444,-1.5860345363616943
15,1547.926848161934,3.1897504329681396,0.9635700583457947,-0.8243627548217773,-0.001863286830484867,-2.3053736686706543
16,56.4288813668914,1.751501441001892,-0.10479214787483215,-0.7637057304382324,0.152661994099617,-2.6028528213500977
17,245.98127167056114,2.390902042388916,0.45173758268356323,-0.8025622367858887,0.06326867640018463,-2.440220832824707
18,402.158541249412,2.6043972969055176,0.1581662893295288,-0.8345950841903687,-0.0028675058856606483,-1.63819420337677
19,110.76008680256625,2.0443832874298096,-0.2866528630256653,-0.9313551187515259,-0.04844848811626434,-1.8433419466018677
20,1153.7313719169683,3.0621047019958496,0.9397007822990417,-0.7476993203163147,-0.006879732944071293,-0.8288429975509644
21,761.4905436437764,2.881664514541626,-0.11228197813034058,-1.0188976526260376,0.029978647828102112,-0.9390078186988831
22,1067.7704730369264,3.028477907180786,0.26732826232910156,-0.8248252868652344,0.0035308143123984337,-0.8906109929084778
23,348.1379636875633,2.5417513847351074,0.5396062135696411,-0.9840990304946899,0.002207591198384762,-0.22719727456569672
24,96.8588475689347,1.9861392974853516,0.3113255500793457,-0.9209539294242859,0.024398818612098694,-0.4485730230808258
25,761.4905436437764,2.881664514541626,-0.11228203773498535,-1.0188977718353271,0.029978647828102112,-0.9390077590942383
26,172.04241056664668,2.23563551902771,-0.1539173424243927,-1.1353445053100586,0.025858953595161438,-0.7084882259368896
27,507.20915317583564,2.7051870822906494,-0.07870519161224365,-1.1144301891326904,0.030206754803657532,-0.747849702835083
28,35.839076762478776,1.5543568134307861,-0.17671316862106323,-1.2275876998901367,0.026819303631782532,-0.9790285229682922
29,20.12519163925737,1.3037400245666504,-0.32869797945022583,-1.2500077486038208,0.022839412093162537,-1.4225196838378906
30,1067.7704730369264,3.028477907180786,0.26732826232910156,-0.8248252868652344,0.0035308143123984337,-0.8906108736991882
31,507.20915317583564,2.7051870822906494,-0.07870516180992126,-1.1144301891326904,0.030206754803657532,-0.747849702835083
32,940.4717539773716,2.9733457565307617,0.3029891848564148,-0.8891173005104065,0.003940834663808346,-0.640394389629364
33,142.4887118668293,2.153780460357666,0.11189234256744385,-0.903666615486145,0.024820402264595032,-0.717237651348114
34,67.46644917763261,1.8290878534317017,-0.06576651334762573,-0.956633448600769,0.022119656205177307,-1.0207536220550537
35,348.13815480806994,2.5417516231536865,0.5396062135696411,-0.9840990304946899,0.002207591198384762,-0.22719727456569672
36,35.839076762478776,1.5543568134307861,-0.17671316862106323,-1.2275875806808472,0.026819363236427307,-0.9790285229682922
37,142.4887118668293,2.153780460357666,0.11189234256744385,-0.903666615486145,0.024820402264595032,-0.717237651348114
38,20.06631311085193,1.3024675846099854,-0.3787137269973755,-1.3177772760391235,-0.06451229751110077,-1.2823467254638672
39,2.684061770943221,0.4287925064563751,-0.6035429239273071,-1.2908672094345093,-0.02948598563671112,-1.6758238077163696
40,96.8588475689347,1.9861392974853516,0.3113255500793457,-0.9209539294242859,0.024398818612098694,-0.4485730528831482
41,20.125197163412587,1.30374014377594,-0.3286980390548706,-1.2500077486038208,0.022839412093162537,-1.4225196838378906
42,67.46646769646928,1.8290879726409912,-0.06576663255691528,-0.9566333889961243,0.022119656205177307,-1.0207536220550537
43,2.684061770943221,0.4287925064563751,-0.6035429239273071,-1.2908672094345093,-0.02948598563671112,-1.6758238077163696
44,1.2612531967712985,0.10080228000879288,-0.7307494878768921,-1.4164952039718628,0.026206746697425842,-1.6356213092803955
