,smiles,GWP100,log(GWP100),log(LT),log(RE),log(lip),log(sol)
2298,C(C(C(F)(Cl)Br)(Cl)Cl)Cl,77.0573161912,1.886813879,-0.6645044088,-0.9774165154,0.0208580643,-3.0683293343
3658,C(C(C(Cl)(Cl)Br)(F)(F)Br)Cl,77.0782589491,1.8869318962,0.0307432972,-1.0939164162,-0.0990660042,-1.485853076
2975,C(C(C(F)(Br)Br)(Cl)(Cl)Br)(Cl)Br,77.1432600271,1.8872979879,-0.0581900813,-0.9091812968,-0.2126280516,-2.8426232338
3154,C(C(C(F)(Br)Br)F)(Cl)Cl,77.1432812022,1.8872981071,-0.0581900813,-0.9091812968,-0.2126280516,-2.8426232338
3778,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Br)Cl,77.2473206598,1.8878834248,-0.2525399327,-1.0530753136,0.0941856652,-1.496183157
2369,C(C(C(F)(Cl)Br)Cl)(Cl)(Br)Br,77.3837588322,1.8886498213,-0.1097916365,-0.5399273634,-0.0112743238,-3.8909487724
2190,C(C(C(F)(Cl)Br)(Cl)(Br)Br)(Br)(Br)Br,77.3837800733,1.8886499405,-0.1097916365,-0.5399273634,-0.0112743238,-3.8909487724
1465,C(C(C(F)(F)Br)(F)Br)(F)(Br)Cl,77.5454017452,1.8895560503,0.040960189,-0.5108982325,-0.1760122031,-3.2678780556
1284,C(C(C(F)(F)Br)(F)(Cl)Br)(F)(Cl)Br,77.5454230306,1.8895561695,0.040960487,-0.5108982325,-0.1760122031,-3.267878294
1285,C(C(C(F)(F)Br)(F)(Cl)Br)(F)(Br)Cl,77.545444316,1.8895562887,0.0409603082,-0.5108980536,-0.1760122031,-3.2678780556
1464,C(C(C(F)(F)Br)(F)Br)(F)(Cl)Br,77.545444316,1.8895562887,0.0409603082,-0.5108981133,-0.1760122031,-3.2678780556
2718,C(C(C(F)(Br)Cl)(Cl)Br)Cl,77.7587189063,1.8907490969,-0.3027630448,-1.2005927563,-0.0159038752,-1.1708935499
3792,C(C(C(Cl)(Cl)Br)(Cl)(Br)Br)(F)Cl,77.7587189063,1.8907490969,-0.3027631044,-1.2005928755,-0.0159039348,-1.1708935499
3203,C(C(C(Cl)(Cl)Cl)(F)(F)F)(F)(Cl)Cl,77.9048486917,1.8915644884,0.1188309193,-0.6410226822,-0.0111966589,-3.9836711884
1055,C(C(C(F)(F)Cl)(F)Cl)(Cl)Br,77.9048700758,1.8915646076,0.1188309789,-0.6410226822,-0.0111966589,-3.9836711884
2215,C(C(C(F)(Cl)Br)(Br)(Br)Br)(Cl)Br,78.0251841345,1.8922348022,0.0890445709,-0.5878512859,0.0522369891,-3.0672063828
3110,C(C(C(F)(Br)Br)(Cl)Br)(Br)(Br)Br,78.0251841345,1.8922348022,0.0890445113,-0.5878512859,0.0522369891,-3.0672063828
1936,C(C(C(F)(Cl)Cl)(Br)Br)(Br)Br,78.1973960205,1.8931922913,0.1159397364,-0.6318148375,-0.194420144,-4.1976690292
3368,C(C(C(Cl)(Cl)Cl)(Cl)(Cl)Br)(Cl)(Cl)Br,78.1973960205,1.8931922913,0.1159397364,-0.6318149567,-0.194420144,-4.1976690292
2189,C(C(C(F)(Cl)Br)(Cl)(Br)Br)(Cl)(Br)Br,78.2922401348,1.8937187195,-0.073238492,-0.5185260773,-0.0368178934,-3.9138045311
2278,C(C(C(F)(Cl)Br)(F)Br)Cl,78.4433343165,1.8945560455,-0.569198668,-0.9167690873,-0.0041743973,-2.7452094555
3710,C(C(C(Cl)(Cl)Br)(F)(Br)Cl)(Br)(Br)Br,78.4433558484,1.8945561647,-0.5691987276,-0.9167691469,-0.0041743973,-2.7452094555
1264,C(C(C(F)(F)Br)(F)(Cl)Cl)(F)(Cl)Br,78.51312862,1.8949422836,0.0249895416,-0.4846397936,-0.0646360964,-3.1818203926
1265,C(C(C(F)(F)Br)(F)(Cl)Cl)(F)(Br)Cl,78.5131717221,1.894942522,0.0249894224,-0.4846398234,-0.0646360964,-3.1818203926
1444,C(C(C(F)(F)Br)(F)Cl)(F)(Cl)Br,78.5131717221,1.894942522,0.0249894224,-0.4846398234,-0.0646360368,-3.1818203926
1445,C(C(C(F)(F)Br)(F)Cl)(F)(Br)Cl,78.5131717221,1.894942522,0.0249890648,-0.4846397638,-0.0646360964,-3.1818201542
3097,C(C(C(F)(Br)Br)(Cl)Cl)F,78.7938357499,1.8964922428,-0.5859138966,-1.2348327637,0.0178604871,-1.5223294497
3634,C(C(C(Cl)(Cl)Br)(F)(F)Cl)(Cl)Cl,78.7938357499,1.8964922428,-0.585914135,-1.2348327637,0.0178604871,-1.5223294497
909,C(C(C(F)(F)Cl)(F)(Br)Cl)(Cl)(Br)Br,78.9163241809,1.8971668482,0.016019877,-0.4474484026,0.2597429156,-2.7806253433
2162,C(C(C(F)(Cl)Br)(Cl)(Cl)Br)(F)(F)Br,78.9163458426,1.8971669674,0.0160200559,-0.4474483132,0.2597429156,-2.7806253433
3519,C(C(C(Cl)(Cl)Cl)(Cl)Br)Br,79.0174841393,1.8977231979,-0.2527054548,-0.9775073528,-0.0289699286,-1.5891062021
3877,C(C(C(Cl)(Cl)Br)(F)Br)F,79.0174841393,1.8977231979,-0.2527054548,-0.9775073528,-0.0289699286,-1.5891062021
1695,C(C(C(F)(Cl)Cl)(F)(Cl)Br)(Cl)Br,79.0573811478,1.8979424238,0.1724722385,-0.5458796024,-0.0485791415,-3.9814627171
3127,C(C(C(F)(Br)Br)(Br)Br)(Cl)(Cl)Cl,79.0574028482,1.897942543,0.1724722385,-0.545879364,-0.0485791415,-3.9814627171
54,C(C(F)(F)Br)(Cl)Cl,79.2128002484,1.8987953663,-0.1318725944,-0.6613823175,0.0197284967,-1.7417430878
282,C(C(Cl)Cl)(F)(F)Br,79.2128002484,1.8987953663,-0.1318724751,-0.6613821983,0.0197284967,-1.7417430878
3134,C(C(C(F)(Br)Br)(Br)Br)(Cl)Cl,79.5529379858,1.9006562233,-0.0588045157,-0.9668045044,-0.2034519166,-3.1152086258
2955,C(C(C(F)(Br)Br)(Cl)(Cl)Cl)(Cl)Br,79.5529598223,1.9006563425,-0.0588046946,-0.9668044448,-0.2034519166,-3.1152086258
2239,C(C(C(F)(Cl)Br)(F)F)Br,79.6374462241,1.9011173248,-0.1039127707,-1.0874459743,0.0013065478,-2.9841189384
3850,C(C(C(Cl)(Cl)Br)(F)Cl)(Br)(Br)Br,79.6374680838,1.901117444,-0.1039127707,-1.0874459743,0.0013065478,-2.9841189384
1195,C(C(C(F)(F)Cl)Br)(Cl)Br,79.6554387445,1.9012154341,0.1165370941,-0.6110546589,0.0132857701,-3.7448647022
3164,C(C(C(F)(Br)Br)Cl)(F)(Cl)Br,79.6554387445,1.9012154341,0.1165370941,-0.6110546589,0.0132857701,-3.7448649406
1375,C(C(C(F)(F)Br)(Cl)(Cl)Br)(Cl)Br,79.6554606091,1.9012155533,0.1165370941,-0.6110547185,0.0132857701,-3.7448649406
3165,C(C(C(F)(Br)Br)Cl)(F)(Br)Cl,79.6554606091,1.9012155533,0.1165370941,-0.6110548377,0.0132857701,-3.7448649406
1955,C(C(C(F)(Cl)Cl)F)(Cl)Br,79.7555758362,1.901761055,-0.1349440217,-0.6829531193,-0.195143804,-3.9915027618
3208,C(C(C(Cl)(Cl)Cl)(F)(F)F)(Cl)(Cl)Br,79.7555977283,1.9017611742,-0.1349438429,-0.6829530001,-0.1951438636,-3.9915027618
287,C(C(Cl)Cl)(Cl)(Cl)Cl,79.8687504964,1.9023768902,-0.0857305527,-1.0029850006,0.2252191454,-3.0047543049
154,C(C(Cl)(Cl)Cl)(Cl)Cl,79.8687724196,1.9023770094,-0.0857305527,-1.0029850006,0.2252191454,-3.0047543049
215,C(C(Br)(Br)Br)(Cl)Br,80.2148533994,1.9042547941,-0.389261961,-0.6993050575,-0.16342704,-2.9936580658
310,C(C(Cl)Br)(Br)(Br)Br,80.2148533994,1.9042547941,-0.389261961,-0.6993050575,-0.16342704,-2.9936580658
2796,C(C(C(F)(Br)Cl)Br)(Br)Br,80.3071183819,1.9047540426,0.2774242461,-0.9216293097,-0.1921107024,-2.853430748
3333,C(C(C(Cl)(Cl)Cl)(F)(Br)Br)(F)Br,80.3071183819,1.9047540426,0.2774241865,-0.9216293097,-0.1921107024,-2.853430748
3498,C(C(C(Cl)(Cl)Cl)(Cl)Cl)Cl,80.3757910721,1.9051252604,-0.1087231636,-1.0974394083,0.12744762,-1.445469141
3677,C(C(C(Cl)(Cl)Br)(F)(Cl)Cl)F,80.3757910721,1.9051252604,-0.1087231636,-1.0974394083,0.12744762,-1.445469141
1716,C(C(C(F)(Cl)Cl)(F)(Br)Cl)(Br)Br,80.6514901942,1.9066123962,0.2255244255,-0.5878757238,-0.0773091763,-3.9844946861
3327,C(C(C(Cl)(Cl)Cl)(F)(Br)Br)(Cl)(Cl)Cl,80.6514901942,1.9066123962,0.2255244255,-0.5878757238,-0.0773091763,-3.9844949245
3316,C(C(C(Cl)(Cl)Cl)(F)(Br)Cl)(Br)Br,80.808956271,1.9074594975,0.1676917672,-1.0180468559,-0.170983538,-3.4386384487
2169,C(C(C(F)(Cl)Br)(Cl)(Cl)Br)(Cl)(Br)Br,80.8192268251,1.9075146914,-0.1979515553,-0.5040388107,0.230608359,-3.7256298065
158,C(C(Cl)(Cl)Cl)Cl,80.8385070481,1.9076182842,-0.6568024158,-0.8989656568,0.0298116952,-2.2015266418
367,C(CCl)(Cl)(Cl)Cl,80.8385070481,1.9076182842,-0.6568024158,-0.8989655972,0.0298117548,-2.2015266418
3907,C(C(C(Cl)(Cl)Br)(Cl)Br)(Cl)(Cl)Cl,80.8424346539,1.9076393843,-0.2405386567,-0.8986538649,-0.0289457887,-2.9505236149
1759,C(C(C(F)(Cl)Cl)(Cl)(Cl)Cl)Br,80.8424568443,1.9076395035,-0.2405386567,-0.8986538649,-0.0289457291,-2.9505233765
1035,C(C(C(F)(F)Cl)(F)F)(Cl)Br,81.017595461,1.9085793495,0.2245627046,-0.6112213135,-0.0110221962,-4.0115075111
3183,C(C(C(F)(Br)Br)Br)(F)(Cl)Cl,81.017595461,1.9085793495,0.224562645,-0.6112213135,-0.0110220769,-4.0115075111
1875,C(C(C(F)(Cl)Cl)(F)Br)(Cl)Br,81.3439558408,1.9103252888,0.1260552406,-0.6112772226,-0.0333722085,-3.8166959286
3128,C(C(C(F)(Br)Br)(Br)Br)(Cl)(Cl)Br,81.3439558408,1.9103252888,0.126055181,-0.6112773418,-0.0333722085,-3.8166959286
2976,C(C(C(F)(Br)Br)(Cl)(Cl)Br)(Br)Br,81.3831286951,1.9105343819,0.0094829462,-0.9537582397,-0.1788892597,-2.9337677956
3334,C(C(C(Cl)(Cl)Cl)(F)(Br)Br)(Cl)Cl,81.3831286951,1.9105343819,0.0094829164,-0.9537581801,-0.1788892597,-2.9337677956
955,C(C(C(F)(F)Cl)(Cl)(Cl)Cl)(Cl)Br,81.4188339549,1.9107248783,0.3257881403,-0.5520476103,0.0593764335,-3.1690735817
3103,C(C(C(F)(Br)Br)(Cl)Br)(F)(Cl)Cl,81.4188339549,1.9107248783,0.3257880807,-0.5520476103,0.0593765527,-3.1690735817
1579,C(C(C(F)(F)Br)Cl)Br,81.8574630889,1.9130582809,-0.3602911234,-1.1175472736,0.1056181341,-2.8254113197
3906,C(C(C(Cl)(Cl)Br)(Cl)Br)(F)(Br)Br,81.8574630889,1.9130582809,-0.3602911234,-1.1175472736,0.1056181937,-2.8254113197
3697,C(C(C(Cl)(Cl)Br)(F)(Cl)Br)F,82.007378667,1.9138529301,-0.5532509089,-0.9614706635,-0.0443768948,-1.5115880966
3518,C(C(C(Cl)(Cl)Cl)(Cl)Br)Cl,82.0074236873,1.9138531685,-0.5532509089,-0.9614706635,-0.0443769544,-1.5115880966
1895,C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Br,82.0266496339,1.9139549732,0.0965037942,-0.5916725397,-0.0380594581,-3.7010278702
3148,C(C(C(F)(Br)Br)F)(Cl)(Cl)Br,82.0266496339,1.9139549732,0.0965037346,-0.5916725397,-0.0380594581,-3.7010278702
2119,C(C(C(F)(Cl)Br)(F)(Br)Cl)Br,82.0713549936,1.9141916037,-0.4106283188,-0.9861417413,-0.0122274617,-2.9375128746
3909,C(C(C(Cl)(Cl)Br)(Cl)Br)(Cl)(Br)Br,82.0713775213,1.9141917229,-0.4106283784,-0.9861417413,-0.0122274617,-2.9375128746
1015,C(C(C(F)(F)Cl)(Br)(Br)Br)(Cl)Br,82.1679656537,1.9147025347,0.205144763,-0.5936011076,-0.0021995166,-3.8693165779
3163,C(C(C(F)(Br)Br)Cl)(F)(Cl)Cl,82.1679882079,1.9147026539,0.2051447034,-0.5936011672,-0.0021995166,-3.8693165779
1296,C(C(C(F)(F)Br)(F)(Cl)Br)(Br)Br,82.271622636,1.9152500629,-0.025961224,-0.6162337065,-0.182463631,-2.8402724266
3444,C(C(C(Cl)(Cl)Cl)(F)Cl)(F)(Cl)Br,82.271622636,1.9152500629,-0.025961224,-0.6162335873,-0.182463631,-2.8402721882
3445,C(C(C(Cl)(Cl)Cl)(F)Cl)(F)(Br)Cl,82.271622636,1.9152500629,-0.025961224,-0.6162336469,-0.1824635118,-2.8402724266
1476,C(C(C(F)(F)Br)(F)Br)(Br)Br,82.2716452187,1.9152501822,-0.025961224,-0.6162336469,-0.1824635118,-2.8402724266
756,C(C(C(F)(F)F)F)(Br)Br,82.4576883377,1.9162311554,0.1556404233,-0.6645569801,-0.1569712609,-2.6789045334
3441,C(C(C(Cl)(Cl)Cl)(F)Cl)(F)(F)Cl,82.4576883377,1.9162311554,0.1556406021,-0.6645570993,-0.1569712609,-2.6789045334
3035,C(C(C(F)(Br)Br)(F)F)(Cl)Br,82.5462565532,1.9166973829,-0.3136459887,-0.9492388368,-0.1998581141,-3.4624123573
3214,C(C(C(Cl)(Cl)Cl)(F)(F)F)(Cl)Cl,82.5462792113,1.9166975021,-0.3136461079,-0.9492387772,-0.1998581141,-3.4624123573
3115,C(C(C(F)(Br)Br)(Cl)Br)(Cl)Br,82.6091566874,1.9170281887,0.0213133655,-0.8956936002,-0.2016655058,-2.3888680935
936,C(C(C(F)(F)Cl)(F)(Br)Br)(Br)Br,82.6841554148,1.9174222946,-0.0730361938,-0.6348317862,-0.0552247614,-2.4670965672
3442,C(C(C(Cl)(Cl)Cl)(F)Cl)(F)(F)Br,82.6841554148,1.9174222946,-0.0730362535,-0.6348317862,-0.0552247614,-2.4670965672
616,C(C(C(F)(F)F)(Br)(Br)Br)(Br)Br,83.2203302616,1.920229435,0.4655433893,-0.6171901822,0.0842118412,-3.2962431908
3301,C(C(C(Cl)(Cl)Cl)(F)(Br)Cl)(F)(F)Cl,83.2203302616,1.920229435,0.4655433297,-0.6171901822,0.0842118412,-3.2962436676
2855,C(C(C(F)(Br)Br)(F)(F)Br)(Cl)Br,83.2448216783,1.9203572273,0.0210301541,-0.9447965622,-0.2191995829,-3.2840969563
3213,C(C(C(Cl)(Cl)Cl)(F)(F)F)(F)Br,83.2448216783,1.9203572273,0.0210301839,-0.9447966814,-0.2191995829,-3.2840969563
576,C(C(C(F)(F)F)(Cl)(Cl)Br)(Br)Br,83.2912654885,1.9205994606,0.3036156297,-0.6809152961,0.0319652706,-2.3180985451
3440,C(C(C(Cl)(Cl)Cl)(F)Cl)(F)(F)F,83.2912654885,1.9205994606,0.3036155701,-0.6809152365,0.0319652706,-2.3180985451
3537,C(C(C(Cl)(Cl)Cl)(Br)Br)F,83.8062761469,1.9232765436,-0.0813233852,-1.0757776499,0.2123052627,-1.6287858486
1715,C(C(C(F)(Cl)Cl)(F)(Br)Cl)(Cl)Br,84.3706836877,1.9261915684,0.1164015532,-0.6018607616,-0.0670037121,-3.8115100861
3147,C(C(C(F)(Br)Br)F)(Cl)(Cl)Cl,84.3707068466,1.9261916876,0.1164014935,-0.6018608809,-0.0670037121,-3.8115100861
1290,C(C(C(F)(F)Br)(F)(Cl)Br)(Br)(Br)Br,84.5535355485,1.927131772,-0.0933793783,-0.4917142391,-0.1442457289,-3.7263345718
1470,C(C(C(F)(F)Br)(F)Br)(Br)(Br)Br,84.5535355485,1.927131772,-0.0933793783,-0.4917143583,-0.1442457289,-3.7263345718
2364,C(C(C(F)(Cl)Br)Cl)(F)(Cl)Br,84.5535355485,1.927131772,-0.0933794379,-0.4917142391,-0.1442457289,-3.7263345718
2365,C(C(C(F)(Cl)Br)Cl)(F)(Br)Cl,84.5535355485,1.927131772,-0.0933794379,-0.4917142391,-0.1442457289,-3.7263345718
3136,C(C(C(F)(Br)Br)(Br)Br)(Br)Br,84.7008091022,1.9278875589,0.0676780641,-1.042555213,-0.1810626239,-3.3486390114
3315,C(C(C(Cl)(Cl)Cl)(F)(Br)Cl)(Cl)Br,84.7008091022,1.9278875589,0.0676780641,-1.042555213,-0.1810626239,-3.3486390114
904,C(C(C(F)(F)Cl)(F)(Br)Cl)(F)(Cl)Br,84.8437744605,1.9286199808,0.0643399358,-0.4278369844,0.1338530332,-2.5574793816
905,C(C(C(F)(F)Cl)(F)(Br)Cl)(F)(Br)Cl,84.8437977492,1.9286201,0.0643401146,-0.427837044,0.1338530332,-2.5574793816
1262,C(C(C(F)(F)Br)(F)(Cl)Cl)(F)(F)Br,84.8437977492,1.9286201,0.0643399358,-0.4278369844,0.1338530332,-2.5574793816
1442,C(C(C(F)(F)Br)(F)Cl)(F)(F)Br,84.8437977492,1.9286201,0.0643401146,-0.4278371036,0.1338530332,-2.5574793816
3188,C(C(C(F)(Br)Br)Br)(Cl)(Cl)Br,85.0676877758,1.9297646284,0.0452706777,-0.6365352273,-0.193742618,-4.0081381798
1935,C(C(C(F)(Cl)Cl)(Br)Br)(Cl)Br,85.067711126,1.9297647476,0.0452706777,-0.6365352869,-0.193742618,-4.0081381798
3614,C(C(C(Cl)(Cl)Br)(F)(F)F)(Cl)Cl,85.157680275,1.9302238226,-0.4642557502,-1.2825946808,-0.0186483711,-1.1162464619
3077,C(C(C(F)(Br)Br)(F)Br)F,85.1577036499,1.9302239418,-0.4642557502,-1.2825946808,-0.0186483711,-1.1162464619
744,C(C(C(F)(F)F)F)(F)(Cl)Br,85.4640906725,1.9317836761,0.1927424073,-0.5528258085,-0.0086169699,-2.8967580795
1281,C(C(C(F)(F)Br)(F)(Cl)Br)(F)(F)Cl,85.4640906725,1.9317836761,0.1927424073,-0.5528258085,-0.0086169699,-2.8967580795
1461,C(C(C(F)(F)Br)(F)Br)(F)(F)Cl,85.4640906725,1.9317836761,0.1927423477,-0.5528256893,-0.0086168507,-2.8967580795
745,C(C(C(F)(F)F)F)(F)(Br)Cl,85.4641141315,1.9317837954,0.1927422881,-0.5528256893,-0.0086168507,-2.8967580795
549,C(C(C(F)(F)F)(Cl)(Cl)Cl)(Cl)(Br)Br,85.967637782,1.9343349934,0.0688505173,-0.5055224299,0.3319536448,-2.5510365963
2160,C(C(C(F)(Cl)Br)(Cl)(Cl)Br)(F)(F)F,85.967637782,1.9343349934,0.0688506365,-0.5055223703,0.3319536448,-2.5510365963
1598,C(C(C(F)(F)Br)Br)Cl,86.0493701747,1.9347476959,-0.6891222596,-1.0492315292,0.1461391598,-2.7373733521
3746,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Cl)(F)(Br)Br,86.0493701747,1.9347476959,-0.6891222596,-1.04923141,0.1461391598,-2.7373733521
1915,C(C(C(F)(Cl)Cl)(Cl)Br)(Cl)Br,86.1079668524,1.935043335,0.0381052457,-0.6641061306,-0.1796057671,-3.908059597
3168,C(C(C(F)(Br)Br)Cl)(Cl)(Cl)Br,86.1079668524,1.935043335,0.0381052457,-0.6641061306,-0.1796057671,-3.908059597
3167,C(C(C(F)(Br)Br)Cl)(Cl)(Cl)Cl,86.2174462107,1.9355951548,0.0979161859,-0.5959458351,-0.1825332493,-4.0794143677
1735,C(C(C(F)(Cl)Cl)(F)(Br)Br)(Cl)Br,86.2174698765,1.935595274,0.0979161859,-0.5959457755,-0.1825332493,-4.0794143677
1289,C(C(C(F)(F)Br)(F)(Cl)Br)(Cl)(Br)Br,86.363493008,1.9363301992,-0.0575764813,-0.487298876,-0.1074029058,-3.5466213226
2184,C(C(C(F)(Cl)Br)(Cl)(Br)Br)(F)(Cl)Br,86.363493008,1.9363301992,-0.0575764216,-0.4872988462,-0.1074028462,-3.5466213226
1469,C(C(C(F)(F)Br)(F)Br)(Cl)(Br)Br,86.3635167139,1.9363303185,-0.0575765409,-0.4872989357,-0.1074029058,-3.5466213226
2185,C(C(C(F)(Cl)Br)(Cl)(Br)Br)(F)(Br)Cl,86.3635167139,1.9363303185,-0.0575765409,-0.4872989058,-0.1074028462,-3.5466213226
3016,C(C(C(F)(Br)Br)(Br)(Br)Br)(Br)Br,86.3877949483,1.9364523888,-0.0811664462,-0.9443969727,-0.1257004589,-3.7172186375
3374,C(C(C(Cl)(Cl)Cl)(Cl)(Cl)Br)(Cl)Cl,86.3877949483,1.9364523888,-0.0811663866,-0.9443969727,-0.1257004589,-3.7172186375
3256,C(C(C(Cl)(Cl)Cl)(F)(F)Br)(Br)Br,86.6690082049,1.9378638268,-0.7369219065,-1.0854107141,0.0420863777,-2.15310812
3435,C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Br,86.6690082049,1.9378638268,-0.7369220257,-1.0854107141,0.0420863777,-2.15310812
256,C(C(F)Cl)(Br)Br,86.7064851389,1.9380515814,-0.2315270305,-1.0089370012,0.0344507247,-1.7189085484
332,C(C(Br)Br)(F)Cl,86.7065089389,1.9380517006,-0.2315270901,-1.0089370012,0.0344507247,-1.7189085484
741,C(C(C(F)(F)F)F)(F)(F)Cl,86.7700306735,1.938369751,0.1549435854,-0.5910875797,-0.0126304487,-2.7792696953
14,C(C(F)(F)F)(Cl)Cl,86.8797556012,1.9389185905,0.0484735332,-0.6458656192,0.0325582772,-1.4067012072
280,C(C(Cl)Cl)(F)(F)F,86.8797794487,1.9389187098,0.0484735332,-0.6458656788,0.0325582772,-1.4067013264
1578,C(C(C(F)(F)Br)Cl)Cl,87.6105448511,1.9425563812,-0.5727188587,-1.1310181618,0.1076603681,-2.7050054073
3726,C(C(C(Cl)(Cl)Br)(F)(Br)Br)(F)(Br)Br,87.6105448511,1.9425563812,-0.5727187991,-1.1310179234,0.1076602489,-2.7050054073
2836,C(C(C(F)(Br)Br)(F)(F)Cl)(Br)Br,88.1231586574,1.9450900555,0.2171263695,-0.996284306,-0.1641855687,-3.6536812782
3373,C(C(C(Cl)(Cl)Cl)(Cl)(Cl)Br)(F)Br,88.1231828463,1.9450901747,0.2171263099,-0.996284306,-0.1641855687,-3.6536812782
3571,C(C(C(Cl)(Cl)Cl)Cl)(F)F,88.7285965076,1.948063612,-0.3652899861,-0.7935706377,-0.0992081612,-1.7052623034
2497,C(C(C(F)(Br)Cl)(F)(Cl)Br)F,88.7286208627,1.9480637312,-0.3652899861,-0.7935706973,-0.0992081612,-1.7052623034
1196,C(C(C(F)(F)Cl)Br)(Br)Br,89.0351218711,1.9495613575,0.1448166966,-0.6437627077,-0.002812312,-4.0194487572
1376,C(C(C(F)(F)Br)(Cl)(Cl)Br)(Br)Br,89.0351218711,1.9495613575,0.1448168755,-0.6437627077,-0.002812312,-4.0194487572
3345,C(C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl)(F)(Br)Cl,89.0351218711,1.9495613575,0.1448166966,-0.6437625885,-0.002812312,-4.0194487572
3344,C(C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl)(F)(Cl)Br,89.0351707496,1.9495615959,0.144816637,-0.6437625885,-0.002812312,-4.0194487572
1775,C(C(C(F)(Cl)Cl)(Cl)(Cl)Br)(Cl)Br,89.200092543,1.9503653049,0.0164004527,-0.6455188394,-0.1924187392,-4.0971436501
3207,C(C(C(Cl)(Cl)Cl)(F)(F)F)(Cl)(Cl)Cl,89.200092543,1.9503653049,0.0164004527,-0.645518899,-0.19241862,-4.0971436501
2079,C(C(C(F)(Cl)Br)(F)(Cl)Cl)Br,89.4821090749,1.9517362118,-0.3836581111,-1.1699128151,0.0022985479,-2.7916874886
3869,C(C(C(Cl)(Cl)Br)(F)Br)(Cl)(Br)Br,89.4821090749,1.9517362118,-0.3836580515,-1.1699126959,0.0022984883,-2.7916874886
2676,C(C(C(F)(Br)Cl)(F)Br)(Br)Br,89.8058296175,1.9533045292,-0.0747257471,-0.9420949221,-0.2034792155,-3.5150508881
3392,C(C(C(Cl)(Cl)Cl)(Cl)(Br)Br)(F)Cl,89.8058296175,1.9533045292,-0.0747256875,-0.9420949221,-0.2034792155,-3.5150508881
923,C(C(C(F)(F)Cl)(F)(Br)Br)(F)(Cl)Cl,91.0459147572,1.9592604637,0.1653084159,-0.5094025135,0.064934507,-2.8910684586
1102,C(C(C(F)(F)Cl)(Cl)Br)(F)(F)Br,91.0459397484,1.9592605829,0.1653082967,-0.5094025731,0.064934507,-2.8910684586
139,C(C(F)(Br)Br)Br,91.0828341701,1.9594365358,-0.4316975474,-0.8414205909,-0.0271087736,-1.8697006702
386,C(CBr)(F)(Br)Br,91.0828341701,1.9594365358,-0.4316975474,-0.8414207101,-0.0271087736,-1.8697006702
976,C(C(C(F)(F)Cl)(Cl)(Cl)Br)(Br)Br,91.1460593514,1.9597378969,0.3838532567,-0.625256896,0.013048782,-3.9209365845
3303,C(C(C(Cl)(Cl)Cl)(F)(Br)Cl)(F)(Cl)Cl,91.1460593514,1.9597378969,0.3838533163,-0.6252567768,0.013048782,-3.9209368229
2165,C(C(C(F)(Cl)Br)(Cl)(Cl)Br)(F)(Br)Cl,91.5976097745,1.961884141,-0.1596903205,-0.4744396806,0.1280716807,-3.358299017
1269,C(C(C(F)(F)Br)(F)(Cl)Cl)(Cl)(Br)Br,91.5976349171,1.9618842602,-0.1596905589,-0.4744396806,0.1280716807,-3.3582987785
1449,C(C(C(F)(F)Br)(F)Cl)(Cl)(Br)Br,91.5976349171,1.9618842602,-0.1596904397,-0.4744396806,0.1280716807,-3.358299017
2164,C(C(C(F)(Cl)Br)(Cl)(Cl)Br)(F)(Cl)Br,91.5976349171,1.9618842602,-0.1596903801,-0.4744396806,0.1280716807,-3.3582987785
1959,C(C(C(F)(Cl)Cl)F)Br,92.0132265022,1.9638502598,-0.4792987108,-1.065944314,-0.0265956968,-3.0548853874
3928,C(C(C(Cl)(Cl)Br)(Br)Br)(Cl)(Cl)Br,92.0132517589,1.963850379,-0.4792987108,-1.065944314,-0.0265957564,-3.0548853874
3341,C(C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl)(F)(F)Cl,92.1314783711,1.96440804,0.3213216066,-0.6319066286,0.0069146296,-3.6535394192
656,C(C(C(F)(F)F)(F)Cl)(Br)Br,92.1315036603,1.9644081593,0.3213216066,-0.6319066286,0.0069146892,-3.6535391808
1286,C(C(C(F)(F)Br)(F)(Cl)Br)(F)(Br)Br,92.2595302573,1.9650112391,-0.0319405235,-0.4476063848,-0.1848900765,-3.2390413284
1644,C(C(C(F)(Cl)Cl)(F)(F)Br)(F)(Cl)Br,92.2595302573,1.9650112391,-0.0319405235,-0.4476062953,-0.1848900765,-3.2390413284
1645,C(C(C(F)(Cl)Cl)(F)(F)Br)(F)(Br)Cl,92.2595302573,1.9650112391,-0.0319405235,-0.4476061761,-0.1848900169,-3.2390413284
1466,C(C(C(F)(F)Br)(F)Br)(F)(Br)Br,92.2595555815,1.9650113583,-0.0319405235,-0.4476062357,-0.1848900169,-3.2390413284
1756,C(C(C(F)(Cl)Cl)(Cl)(Cl)Cl)(Br)Br,92.2728517878,1.9650739431,0.2492537498,-0.5894387364,-0.1926174015,-4.3319282532
