,smiles,GWP100,LT,RE,lip,sol,GWP
5465,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F,2.7665886879,1.3997676373,-0.6131891012,0.1148928553,-5.0439524651,584.2365026827
4028,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7666356564,1.1910134554,-0.5830284953,0.1140080243,-4.7973742485,584.2996906206
8855,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7667427063,1.2155717611,-0.6876790524,0.2541479468,-4.9693450928,584.4437333386
4739,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F,2.7667562962,1.5038634539,-0.6148386002,0.0485685617,-4.8895802498,584.4620219251
5864,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,2.7667694092,1.3892022371,-0.6389844418,0.117615357,-4.9251608849,584.4796693493
9050,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7667734623,1.3613485098,-0.6294480562,0.1184472591,-4.9425849915,584.4851241155
3263,C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F,2.7667794228,1.3697172403,-0.6258714199,0.0437057167,-4.5773057938,584.493145923
9077,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F,2.7668190002,1.3592218161,-0.6256887913,0.1174709946,-4.9050955772,584.5464135173
6359,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(Cl)F,2.7670400143,1.5646525621,-0.6204999685,0.0489245802,-4.8318810463,584.8439669948
8774,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7670567036,1.2093616724,-0.6955113411,0.2540768981,-4.8966054916,584.8664421233
11786,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F,2.767070055,1.4577919245,-0.6172765493,0.1174101382,-4.9369568825,584.8844228479
644,C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(F)F)(F)F)(Cl)F,2.7670891285,1.4637168646,-0.6233743429,0.0809763223,-3.8885324001,584.9101105564
11264,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F,2.7672178745,1.3387686014,-0.6340444684,0.1174331456,-4.9161658287,585.0835320998
3731,C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F,2.7672460079,1.2303811312,-0.6326512098,0.1111795455,-4.6212511063,585.1214347635
12695,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7672855854,1.3205915689,-0.6321725845,0.1194120198,-4.9853644371,585.1747596168
12941,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F,2.7673661709,1.3339879513,-0.7144956589,0.1906063706,-5.1369009018,585.2833517496
9617,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7673771381,1.3327554464,-0.619443655,0.1192433983,-5.0440878868,585.2981321184
12311,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)F,2.7674190998,1.1154319048,-0.691588819,0.2551826835,-4.9883985519,585.3546865408
10916,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F,2.7676260471,1.3246608973,-0.6534523964,0.1905236393,-5.1776223183,585.6336826115
5291,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7676856518,1.1376411915,-0.6769518852,0.2504409552,-4.9207720757,585.7140632853
11852,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7677240372,1.097586751,-0.6866357923,0.1900561005,-5.0447826385,585.7658342795
2546,C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F,2.7678227425,1.1486362219,-0.5951121449,-0.0161121935,-5.0628113747,585.8989807063
557,C(C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F,2.7678711414,1.2195420265,-0.6855351925,0.1763460785,-4.2493801117,585.9642785386
374,C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(F)F)(Cl)F,2.7679293156,1.3504396677,-0.6244128942,0.0728884488,-3.6393916607,586.0427742336
1976,C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,2.7679622173,1.3278731108,-0.6133567691,0.1112830192,-4.6429786682,586.0871739951
4805,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7680463791,1.1557012796,-0.6838864684,0.2533715367,-4.9041161537,586.200762606
3293,C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7682192326,1.0944057703,-0.6450371742,0.1540413648,-4.7933373451,586.4341227044
10535,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F,2.7682540417,1.3226931095,-0.6174871325,0.117712453,-4.9351868629,586.4811278365
4508,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7682993412,1.2915549278,-0.68353194,0.2534716725,-4.9104456902,586.5423045407
10943,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F,2.7683224678,1.3274496794,-0.7379385233,0.1895658523,-4.8981938362,586.5735393187
4127,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F)(F)F)(Cl)F,2.7683918476,1.4618644714,-0.6745328903,0.1049076468,-4.3154730797,586.6672536328
1484,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.768393755,1.1647799015,-0.6887817383,0.2169871479,-4.6151595116,586.6698301828
12272,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F,2.7684247494,1.4309632778,-0.5795714259,0.1178983003,-5.0042262077,586.7117007061
9698,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7684357166,1.3344568014,-0.6291156411,0.1193931848,-5.0155901909,586.7265171455
10865,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(Cl)F,2.768458128,1.4082375765,-0.652988255,0.120217219,-5.0232872963,586.7567953808
1175,C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)F)(F)F)(Cl)F,2.7686707973,1.3318645954,-0.5582977533,0.0363689214,-4.3448224068,587.0441942834
10430,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F,2.7686979771,1.3644301891,-0.7056466937,0.1903824955,-5.1349701881,587.0809347801
9869,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F,2.7688281536,1.442756772,-0.5729444623,0.0501607209,-4.9517989159,587.2569343043
4244,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,2.768933773,1.2046147585,-0.576787293,0.1122815758,-4.8138070107,587.3997712236
2618,C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7689607143,1.0056072474,-0.6157261133,0.1565422565,-4.8262243271,587.4362114839
10508,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7690336704,1.352340579,-0.6172581315,0.1186881214,-4.9882855415,587.534901769
518,C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,2.7690365314,1.2145229578,-0.6139016151,0.1023733765,-4.306789875,587.5387723141
2030,C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F,2.7690730095,1.2900823355,-0.6090119481,0.1107957512,-4.5968089104,587.5881239991
1088,C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F,2.769108057,1.1057430506,-0.6337223053,0.0811030418,-4.588452816,587.6355442287
4289,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(F)F)(F)F)(Cl)F,2.7692670822,1.4618661404,-0.6716274023,0.1068374664,-4.3525071144,587.8507575699
9752,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,2.76932621,1.3610466719,-0.6138022542,0.1187603027,-5.0248227119,587.9307970228
11069,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7693703175,1.1887873411,-0.6936912537,0.2493076473,-5.0271549225,587.9905109696
4670,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7695922852,1.1675362587,-0.6808869243,0.2533723712,-4.908454895,588.2911094433
4382,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F,2.7697565556,1.3970267773,-0.7207531929,0.1894191056,-4.9136810303,588.5136706303
233,C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F,2.7698659897,1.0957769156,-0.6623066068,0.1473341733,-3.944811821,588.6619838091
8180,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)F,2.7700526714,1.1197240353,-0.7064294815,0.2547153831,-4.9591269493,588.915074913
341,C(C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(Cl)Cl)(Cl)F,2.7700841427,1.0546857119,-0.6780687571,0.1476753503,-4.04103899,588.9577523296
5216,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,2.770209074,1.3225208521,-0.6132279634,0.1178881675,-4.9823899269,589.1271992503
12824,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7702281475,1.0874118805,-0.663403511,0.189335838,-5.113524437,589.1530732985
9644,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(F)F)(Cl)F,2.7704274654,1.3186821938,-0.6438282728,0.1184151322,-4.880095005,589.4235250957
12770,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7705786228,1.1436710358,-0.6598185301,0.1895207912,-5.0874333382,589.6287112672
10733,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(Cl)F,2.7705967426,1.5260478258,-0.6276526451,0.0497536808,-4.8846669197,589.6533125107
6452,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7707700729,1.2301026583,-0.6696105003,0.2535595894,-4.9366898537,589.8886947042
5972,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7708489895,1.389549613,-0.6269449592,0.1181999594,-4.9613070488,589.9958943399
8018,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)F,2.7709610462,1.1458843946,-0.7100785971,0.2539160252,-4.9421696663,590.1481448166
3002,C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F,2.7710440159,1.2586163282,-0.625439167,0.1112223417,-4.6120452881,590.2609002711
6056,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F,2.771075964,1.3863476515,-0.7016262412,0.1895673424,-4.9378314018,590.3043233459
11042,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7711596489,1.1714202166,-0.6962855458,0.2493075877,-5.0551753044,590.418081021
1337,C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F,2.7711651325,1.2706869841,-0.5733644962,0.1034733206,-4.3574166298,590.4255359929
10379,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(Cl)F,2.7713348866,1.4146293402,-0.6647468209,0.1200942546,-4.9264545441,590.6563625586
5711,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F,2.7713739872,1.4842523336,-0.6040444374,0.0492396504,-4.8888258934,590.709543261
11798,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7715046406,1.1398353577,-0.6862369776,0.1905371696,-5.0311741829,590.8872793658
6101,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7715499401,1.1791341305,-0.6731389761,0.2536438107,-4.9239182472,590.9489156821
4556,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(F)F)(Cl)F)(Cl)F)(Cl)F,2.7715775967,1.5138782263,-0.6368818879,0.1455221921,-4.7382583618,590.9865494361
1022,C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(F)F)(F)F)(Cl)F,2.7716703415,1.4484671354,-0.6413000226,0.0812512189,-4.0081124306,591.1127697789
9599,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F,2.7718055248,1.5008126497,-0.6097726226,0.0500328094,-4.9396719933,591.2967947584
10826,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7718198299,1.1940356493,-0.6524422169,0.2478413135,-5.0817546844,591.3162716529
9017,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7718505859,1.1476265192,-0.6900565624,0.2542157769,-4.9780058861,591.3581491485
5324,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7718575001,1.3372106552,-0.6263734102,0.1184526831,-4.9572963715,591.3675638776
10178,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.772010088,1.1533018351,-0.6546933651,0.2034745365,-5.0786595345,591.5753753667
8558,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.772080183,1.1279379129,-0.7039619088,0.2547542453,-4.9899759293,591.6708632465
6917,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,2.7722432613,1.2186895609,-0.6309741735,0.1203090698,-5.135781765,591.8930783688
1916,C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7722604275,1.0913091898,-0.6636350155,0.214477852,-4.6492519379,591.9164742887
1184,C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)F,2.7726774216,1.4217511415,-0.6384301782,0.0818066746,-4.045759201,592.485084343
11717,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7726891041,1.1071746349,-0.6951081753,0.2551447153,-4.9433760643,592.5010223909
10238,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,2.7727606297,1.3710170984,-0.6435497403,0.1183071285,-4.9345140457,592.5986116242
395,C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F,2.7727832794,1.0454663038,-0.6264482141,0.1466831714,-4.1187167168,592.6295182323
719,C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F,2.772867918,1.1761957407,-0.6741011143,0.176528886,-4.294904232,592.7450256132
8750,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F,2.7729599476,1.4398018122,-0.6416225433,0.1188110262,-4.6063270569,592.8706451022
12419,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7731409073,1.1252529621,-0.7009397149,0.254635036,-4.9743204117,593.1177310178
8882,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7732858658,1.2388778925,-0.685520649,0.254132688,-4.9513111115,593.3157344653
4217,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F,2.7733094692,1.2097055912,-0.6367379427,0.1123446375,-4.6328644753,593.3479814155
3524,C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F,2.7733204365,1.4157680273,-0.5613636971,0.0437577516,-4.6990599632,593.3629654432
11366,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7733266354,1.133764863,-0.6945102811,0.1885900646,-5.0765047073,593.3714348437
8768,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F,2.7733438015,1.5114409924,-0.6437037587,0.1460608989,-4.7343459129,593.3948891989
4460,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F,2.7736210823,1.4167060852,-0.6314336061,0.1170490533,-4.8797087669,593.7738706446
698,C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)F,2.7737677097,1.4607771635,-0.6190468073,0.0808659941,-3.9808726311,593.9743756865
12533,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7739751339,1.3227888346,-0.6404476166,0.1189612299,-5.0254955292,594.2581326073
11204,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7739784718,1.1190720797,-0.6964863539,0.1885945946,-5.0176148415,594.2626999187
1043,C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F,2.7740054131,1.1786590815,-0.6899287105,0.1768992096,-4.4430794716,594.2995659315
2942,C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7740676403,1.1175688505,-0.6905560493,0.2176481634,-4.67085886,594.3847253757
3941,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7743067741,1.035707593,-0.6904200315,0.1835720092,-4.6994509697,594.7120991835
3671,C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7743604183,1.062654376,-0.699177444,0.2142892033,-4.7519459724,594.7855627314
12776,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7743651867,1.2939623594,-0.5829204917,0.1191028506,-5.0944852829,594.7920932637
9839,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F,2.7743980885,1.3435350657,-0.5807987452,0.0547745973,-5.199865818,594.837155891
10574,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F,2.7746815681,1.249119401,-0.6376440525,0.1925400048,-5.191092968,595.225554329
3857,C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)F,2.7747740746,1.4952431917,-0.6620228887,0.100224033,-4.3807559013,595.352353184
6560,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)F,2.7748038769,1.0946837664,-0.7000866532,0.2539377809,-4.9256463051,595.3932090832
7721,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7748429775,1.0730057955,-0.6118499041,0.1917052418,-5.1297087669,595.4468162752
10346,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7748737335,1.3626796007,-0.6274628043,0.1189403683,-5.0169091225,595.4889862994
3299,C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)F,2.7749063969,1.2431010008,-0.5692529678,0.1129486114,-4.8005051613,595.5337747889
5840,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F,2.7750327587,1.3638306856,-0.7172205448,0.1895808727,-4.9127354622,595.7070758545
5270,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(F)F)(Cl)F,2.7750866413,1.32898736,-0.6366257668,0.1175037175,-4.8679280281,595.780989381
1328,C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,2.7752161026,1.0883288383,-0.5797305107,0.1049509794,-4.475663662,595.9586155656
10214,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F,2.7752952576,1.3376754522,-0.7231915593,0.1903667003,-4.9202136993,596.0672455078
4343,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)F,2.7753076553,1.4451998472,-0.6591202617,0.1069252044,-4.4500851631,596.0842616296
9665,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7753150463,1.1309301853,-0.6810955405,0.1892250925,-5.0360188484,596.0944060871
3803,C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(F)F)(F)F)(F)F)(Cl)F,2.7754428387,1.4781166315,-0.6649296284,0.1002433449,-4.3182749748,596.2698343318
5432,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F,2.7758152485,1.3096042871,-0.6129719019,0.1175524741,-4.8927845955,596.7813581616
9179,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,2.7758619785,1.1576074362,-0.6889925599,0.254211247,-5.031771183,596.845575229
11663,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)F,2.7759919167,1.1426426172,-0.6934089065,0.2544031143,-4.9288144112,597.0241743165
5894,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F,2.7760517597,1.3744012117,-0.713117063,0.1895629317,-4.9173612595,597.1064461818
11300,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F,2.7761876583,1.492313385,-0.6237345934,0.1109396964,-4.9855513573,597.2933208139
8375,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,2.7761921883,1.2530905008,-0.5983288288,0.1208620816,-5.129447937,597.2995509754
5237,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F,2.7763447762,1.1853464842,-0.6727385521,0.2496104389,-4.9256720543,597.5094470142
