,smiles,GWP100,LT,RE,lip,sol,GWP
10,C(C(F)(Cl)Cl)(Cl)Cl,1.751501441,-0.1047921479,-0.7637057304,0.1526619941,-2.6028528214,56.4288813669
7,C(C(F)(F)Cl)(Cl)Cl,1.7792030573,-0.0606458224,-0.6763293147,-0.0336286277,-1.8879404068,60.1454886006
6805,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8371129036,0.6755328774,-0.679309845,0.1717702895,-4.5296492577,68.7247080509
8263,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8438153267,0.7033824325,-0.6910076141,0.1718338281,-4.5251822472,69.7935560616
4618,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8449556828,0.7615509033,-0.6437062025,0.1294993311,-4.4953804016,69.9770584809
6076,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.848326683,0.793305397,-0.6321947575,0.1297221929,-4.5033221245,70.522334944
7534,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8504594564,0.7159346938,-0.6319465041,0.1737983376,-4.533759594,70.8695143136
11908,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8519698381,0.7210715413,-0.6674456596,0.1707198769,-4.5173721313,71.1164121417
8425,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8523386717,0.6774273515,-0.6900106072,0.1721804291,-4.5805134773,71.1768348748
11179,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8532810211,0.7356243134,-0.662225008,0.1649158746,-4.5000743866,71.3314448798
12637,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8541628122,0.7210378647,-0.6672364473,0.1698805839,-4.4990305901,71.4764233118
5347,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8551157713,0.7919179797,-0.6371195912,0.1301694661,-4.5171465874,71.633434034
8992,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8555636406,0.7627058029,-0.6478078365,0.1302686483,-4.4867529869,71.7073446307
12799,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8568747044,0.6948344111,-0.6637989283,0.1702228934,-4.5590372086,71.9241444127
2269,C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8576312065,0.5809941292,-0.6802997589,0.1469022781,-4.3288712502,72.049539022
2755,C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8578648567,0.5884953737,-0.6897155046,0.1470681578,-4.3248429298,72.0883120659
10450,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8587956429,0.7541452646,-0.6461288929,0.1305313259,-4.497792244,72.2429784477
6238,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8587985039,0.7648544312,-0.6325384378,0.129772678,-4.5049576759,72.2434543679
1540,C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8598190546,0.6612926126,-0.6475923061,0.1041602641,-4.2372756004,72.4134192372
9721,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8600159883,0.7686597705,-0.6524085999,0.1308906227,-4.5117697716,72.446263034
4213,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8615765572,0.6035904884,-0.6664247513,0.1449746042,-4.3029952049,72.7070555461
8587,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8616614342,0.6532321572,-0.692715466,0.1726803929,-4.5908508301,72.7212665506
2431,C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8627454042,0.6371062994,-0.6303751469,0.1477301866,-4.2768793106,72.903000687
4456,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8634688854,0.804954946,-0.6478441954,0.1296126395,-4.4899830818,73.0245493317
892,C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8650565147,0.551836729,-0.6897314787,0.1245905906,-4.0120062828,73.2919901799
10612,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8651454449,0.7254239917,-0.644548595,0.1305040866,-4.5600380898,73.3069996582
3727,C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8661046028,0.6331600547,-0.6634435654,0.1392762214,-4.276081562,73.4690802182
6643,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8669655323,0.6429740191,-0.6784717441,0.171714142,-4.5684514046,73.614867088
6967,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8684176207,0.6663547754,-0.6763806343,0.1721168905,-4.5854897499,73.8614145354
3889,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8695305586,0.6365500689,-0.6696771979,0.1440677196,-4.2517638206,74.050937063
2998,C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8697156906,0.6583660245,-0.6518266201,0.1049857289,-4.2524600029,74.0825103918
8101,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8698868752,0.6614252329,-0.691629529,0.1726778895,-4.5500788689,74.1117170262
4780,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8699963093,0.7628231645,-0.6418629885,0.129485324,-4.4836134911,74.1303941528
2026,C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8701934814,0.6836982369,-0.6375972033,0.1044167429,-4.2454018593,74.1640574145
8830,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8703184128,0.7575200796,-0.6507650614,0.1302735955,-4.4840664864,74.1853948892
12961,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8703616858,0.6849992871,-0.6634441018,0.1674394757,-4.571615696,74.192787068
7696,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8703825474,0.6910948753,-0.6265133619,0.1741450578,-4.5917973518,74.1963510537
4942,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8708639145,0.8122031689,-0.6474635601,0.1295525581,-4.4855713844,74.2786350462
5509,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8708772659,0.7575637698,-0.6335304976,0.1301573068,-4.5209088326,74.2809186166
4699,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8722382784,0.7657213807,-0.6439272165,0.1294820458,-4.492664814,74.5140687882
8479,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.8724770546,0.6792458892,-0.647382319,0.1729027778,-4.6559720039,74.5550480763
1702,C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8726155758,0.6891767383,-0.6436385512,0.1047042757,-4.2560896873,74.5788317114
12070,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8732089996,0.6961016059,-0.6634878516,0.1710664779,-4.5732083321,74.6808065443
7129,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8743941784,0.6609285474,-0.6775144339,0.1717741638,-4.5960969925,74.8848869322
3160,C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8746557236,0.6749256849,-0.6540266275,0.1055603176,-4.2456412315,74.9299984427
7291,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8747398853,0.7257134914,-0.634152174,0.1731219441,-4.5270719528,74.9445205049
11017,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8748912811,0.7084559202,-0.6603064537,0.155927673,-4.5222401619,74.970650847
2593,C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8751946688,0.6132419109,-0.6283482313,0.1483962089,-4.3193936348,75.0230418314
12853,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.8755121231,0.698562026,-0.6212952137,0.1709354073,-4.6340799332,75.0779011439
4051,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8758261204,0.6186057925,-0.6662504673,0.1450250298,-4.3012089729,75.1322025018
12151,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8759399652,0.7381609678,-0.6679610014,0.1704947501,-4.4999604225,75.1519000515
10288,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8759477139,0.7300763726,-0.6510570049,0.1306408197,-4.5017523766,75.1532409101
10774,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8767485619,0.7261539102,-0.6489804387,0.1307051331,-4.5694403648,75.2919528953
11503,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8769809008,0.7484013438,-0.6596678495,0.1558774263,-4.5397624969,75.3322433681
9883,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.87733531,0.7379291058,-0.6483948231,0.1312372833,-4.5722689629,75.393743892
7777,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8775473833,0.7358462214,-0.6318720579,0.1738658696,-4.5185761452,75.4305689201
9316,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8778761625,0.7724170685,-0.6513712406,0.1301658899,-4.5025105476,75.4876946594
9154,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8784410954,0.7600524426,-0.6480493546,0.1302333027,-4.507174015,75.5859533917
6589,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl,1.8790290356,0.6818831563,-0.6897764206,0.1714079529,-4.5192856789,75.6883496188
12475,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8795729876,0.6905453801,-0.6675227284,0.1657438427,-4.5130581856,75.7832083469
11665,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8799138069,0.730692625,-0.6721252799,0.1694351584,-4.5003142357,75.8427037419
730,C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8799552917,0.5245006084,-0.6878675222,0.1238907129,-3.9905223846,75.8499487618
3484,C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8800114393,0.641931057,-0.6499174833,0.105179444,-4.302511692,75.8597556237
9073,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8802332878,0.7601218224,-0.6506702304,0.1303103715,-4.517557621,75.8985165842
8695,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl,1.8802900314,0.6790854931,-0.6395111084,0.1506210119,-4.6879849434,75.9084339059
9964,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8804351091,0.780608952,-0.6551892757,0.1310908943,-4.4942054749,75.9337956396
11341,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8806067705,0.7377851605,-0.6596447229,0.1648825556,-4.5325751305,75.9638155384
8344,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8810296059,0.666148603,-0.6914387941,0.1726843864,-4.5943899155,76.0378110168
12232,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8814954758,0.6610162258,-0.6673899889,0.1711455733,-4.5789723396,76.1194209279
5914,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8818588257,0.7548534274,-0.6420249939,0.1297368556,-4.4927659035,76.1831324403
2674,C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.881865263,0.6541457176,-0.6964505911,0.1460448653,-4.2604398727,76.1842616682
6886,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.881893754,0.6767624021,-0.6784781218,0.1725186259,-4.598470211,76.1892597482
6292,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.8820518255,0.7783727646,-0.6337478161,0.1369981915,-4.4832258224,76.2169956381
11746,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8820812702,0.6639866233,-0.6677610874,0.170536831,-4.5288176537,76.2221632428
11260,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8822512627,0.7417755127,-0.6616951823,0.1648777872,-4.5438537598,76.2520041199
6400,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8827633858,0.7650539875,-0.63750875,0.1296925694,-4.5018577576,76.3419740556
10045,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8827829361,0.6980949044,-0.6524316669,0.1311663538,-4.5796971321,76.3454107649
7372,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8828439713,0.6644061804,-0.6308625937,0.1742181331,-4.5567688942,76.3561409992
3322,C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8828750849,0.6638358235,-0.6546901464,0.1058378965,-4.2970023155,76.3616114841
5104,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8829483986,0.7726610899,-0.640462935,0.1300616413,-4.5014662743,76.374503257
12313,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8832814693,0.6791428924,-0.6683031321,0.1707789451,-4.5613789558,76.4330991443
811,C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8836381435,0.5467594266,-0.6288664341,0.1267084032,-4.0309958458,76.4958973444
10126,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8836667538,0.718765974,-0.6517937779,0.1311904937,-4.5601210594,76.5009368679
7858,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8838831186,0.6577321291,-0.6323076487,0.1745169908,-4.5952925682,76.5390590155
2512,C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8839520216,0.5983272791,-0.6306347847,0.1490327269,-4.3327260017,76.5512032794
7939,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.884175539,0.6758006215,-0.6334373355,0.1741502434,-4.5837006569,76.5906118648
5185,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8842383623,0.7177985907,-0.6381992102,0.1301324517,-4.5040097237,76.6016919565
6157,C(C(C(C(C(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8844588995,0.7622694969,-0.6367946863,0.1297855526,-4.5106902122,76.6406006056
12718,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8846958876,0.6860134602,-0.6648280025,0.1707266718,-4.5746202469,76.6824336593
9478,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8857164383,0.7667613029,-0.6531646252,0.130640164,-4.4907355309,76.8628419735
7021,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.8860120773,0.6828308105,-0.67202878,0.1726513654,-4.6570839882,76.9151829397
3970,C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8864552975,0.6022430658,-0.6667283773,0.1459542662,-4.3153567314,76.9937189581
5671,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8865716457,0.7290420532,-0.6356594563,0.130177334,-4.5118603706,77.014348476
9559,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8872190714,0.6999346018,-0.6517568827,0.1310510188,-4.5278959274,77.1292434391
8641,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.8878558874,0.6960401535,-0.6515427232,0.1724761277,-4.6576561928,77.2424227878
10666,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.8878741264,0.7338840365,-0.6076334715,0.1378179342,-4.6355199814,77.2456667982
4402,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl,1.8878953457,0.8372657895,-0.6584400535,0.1516758949,-4.4796047211,77.249441047
2836,C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8879600763,0.6037704349,-0.6916931868,0.1466968805,-4.3132882118,77.2609557656
2188,C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8895702362,0.6225159764,-0.6865549684,0.1457334906,-4.2524418831,77.5479347493
8506,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8902447224,0.7420248985,-0.6939995289,0.1718086749,-4.510436058,77.668465054
7048,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8905820847,0.7034583092,-0.6802622676,0.1716522723,-4.506966114,77.7288217751
8020,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8907914162,0.7289925218,-0.6962813139,0.1711661369,-4.5108523369,77.7662963793
10531,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8919789791,0.723528564,-0.6467759609,0.130514279,-4.5786542892,77.9792365798
8047,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl,1.8924705982,0.7113381028,-0.6966152191,0.1723830253,-4.5625395775,78.0675586535
8668,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8925808668,0.6803907752,-0.6940611005,0.1723137647,-4.5755500793,78.0873827432
4834,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.8925865889,0.7721316814,-0.6484736204,0.1367088109,-4.459795475,78.0884115901
13015,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.8928470612,0.7393078804,-0.6231724024,0.1669144183,-4.6446485519,78.1352599144
5590,C(C(C(C(C(C(C(C(F)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8945531845,0.7971599698,-0.6397694349,0.1301015168,-4.4978871346,78.4428175532
8776,C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl,1.8945608139,0.8203498125,-0.6651255488,0.1521394402,-4.4555678368,78.4441955962
10180,C(C(C(C(C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.896427989,0.731443584,-0.6170270443,0.1385321766,-4.63017416,78.7821790754
10963,C(C(C(C(C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl,1.8964710236,0.7484248281,-0.675039053,0.1556924731,-4.4751095772,78.7899860452
1297,C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8966054916,0.5313052535,-0.668133378,0.1230300218,-4.0081086159,78.8143851081
12367,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.8969010115,0.6882506013,-0.6322191954,0.1712973863,-4.6313505173,78.86803336
7993,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.8970561028,0.6840421557,-0.5969110727,0.174668625,-4.6532130241,78.8962030225
2809,C(C(C(C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.8974092007,0.626233995,-0.6507036686,0.1470327526,-4.3924636841,78.9603747169
6859,C(C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl,1.897480607,0.6723624468,-0.6771000624,0.1726601869,-4.5721611977,78.9733583883
13069,C(C(C(C(C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl,1.89777565,0.7085809708,-0.611562252,0.1451625377,-4.6699585915,79.0270280834
2350,C(C(C(C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(F)F)(F)F)(Cl)F)(Cl)Cl,1.8983026743,0.5820353627,-0.6795046926,0.1460113674,-4.3090176582,79.1229870345
