,GWP100,log(GWP100),log(LT),log(RE),log(lip),log(sol)
0,3048.2310999393126,3.4840478897094727,1.2466498613357544,-0.632439374923706,0.020147696137428284,-1.6383112668991089
1,507.92638291661035,2.705800771713257,0.5930510759353638,-0.6543854475021362,0.022965028882026672,-1.4348652362823486
2,211.5470766333383,2.325407028198242,0.6291651725769043,-0.7001900672912598,0.01589931547641754,-1.6956989765167236
3,86.87975560115439,1.9389185905456543,0.0484735332429409,-0.6458656191825867,0.03255827724933624,-1.4067012071609497
4,43.29715402529753,1.6364593505859375,0.07021576166152954,-0.7373678684234619,0.019131258130073547,-1.6687533855438232
5,26.3164491008753,1.420227289199829,0.2905313968658447,-0.8507404923439026,0.026987627148628235,-1.911315679550171
6,1289.2369006495876,3.110332727432251,0.8731299638748169,-1.1341760158538818,0.10737861692905426,-1.2818447351455688
7,288.95769530057595,2.460834264755249,0.41536951065063477,-1.1592333316802979,0.17610575258731842,-1.3778139352798462
8,195.19382303570484,2.290466070175171,0.5377061367034912,-1.1229376792907715,0.13415642082691193,-1.4577863216400146
9,2008.7497009622068,3.3029258251190186,0.980798065662384,-0.6564693450927734,0.006531967781484127,-1.9280600547790527
10,358.03993918217895,2.553931474685669,0.4527739882469177,-0.7008178234100342,-0.0685494989156723,-1.9721035957336426
11,170.22825853689454,2.231031656265259,0.385542094707489,-0.7504625916481018,-0.05233632028102875,-2.1734142303466797
12,60.145488600557684,1.7792030572891235,-0.06064582243561745,-0.6763293147087097,-0.03362862765789032,-1.8879404067993164
13,31.51608733021693,1.4985322952270508,-0.031266871839761734,-0.761316180229187,-0.11248944699764252,-2.084261178970337
14,32.35559910336436,1.5099494457244873,0.06645393371582031,-0.9515805840492249,-0.0941571444272995,-2.268190860748291
15,547.4178065333666,2.738318920135498,0.6111019849777222,-0.9770487546920776,-0.02423463761806488,-1.3924241065979004
16,143.41175142484352,2.1565847396850586,0.0558241568505764,-1.0119115114212036,-0.02567438781261444,-1.5860345363616943
17,115.36667695398639,2.0620803833007812,0.30563509464263916,-1.0753307342529297,-0.042805299162864685,-1.62599778175354
18,1479.817693627048,3.170208215713501,0.7877675890922546,-0.6772023439407349,0.033350422978401184,-1.8595670461654663
19,299.6259525475054,2.476579427719116,0.3199806213378906,-0.7059991955757141,0.011605395935475826,-1.7718982696533203
20,149.33723632414237,2.174168109893799,0.26381248235702515,-0.7346365451812744,0.01718224585056305,-1.8852845430374146
21,79.21280024838254,1.8987953662872314,-0.13187259435653687,-0.6613823175430298,0.01972849667072296,-1.7417430877685547
22,37.58198050187418,1.5749796628952026,-0.07243555784225464,-0.7160385847091675,0.0016458770260214806,-1.8518762588500977
23,24.25856157433571,1.3848650455474854,0.0699874758720398,-0.8166407346725464,0.020228400826454163,-2.0670547485351562
24,806.2842570736526,2.9064881801605225,0.35009700059890747,-0.9931419491767883,-0.015740498900413513,-1.3581790924072266
25,111.24319916073848,2.0462734699249268,-0.20246803760528564,-0.9666587114334106,0.088078573346138,-1.390838861465454
26,123.60729857479618,2.0920441150665283,0.1310817003250122,-1.0141650438308716,-0.015500233508646488,-1.585037112236023
27,1547.926848161934,3.1897504329681396,0.9635700583457947,-0.8243627548217773,-0.001863286830484867,-2.3053736686706543
28,245.981406709167,2.390902280807495,0.4517374038696289,-0.802562415599823,0.06326879560947418,-2.440221071243286
29,182.72768085368176,2.2618043422698975,0.3710819482803345,-0.843396782875061,-0.20325468480587006,-2.7603654861450195
30,56.4288813668914,1.751501441001892,-0.10479214787483215,-0.7637057304382324,0.152661994099617,-2.6028528213500977
31,37.03110572138206,1.5685666799545288,-0.1515648365020752,-0.9100441932678223,-0.06113778054714203,-2.673696279525757
32,51.71908378329652,1.7136508226394653,0.05626093968749046,-0.9295312166213989,-0.2052661031484604,-2.9832122325897217
33,402.158541249412,2.6043972969055176,0.1581662893295288,-0.8345950841903687,-0.0028675058856606483,-1.63819420337677
34,110.76008680256625,2.0443832874298096,-0.2866528630256653,-0.9313551187515259,-0.04844848811626434,-1.8433419466018677
35,99.04152154390637,1.9958173036575317,0.06572836637496948,-0.9457558393478394,-0.01959232985973358,-2.0316615104675293
36,1275.391478166808,3.1056435108184814,0.6603835225105286,-0.6583037376403809,-0.18047742545604706,-2.4357199668884277
37,191.8833030197658,2.2830371856689453,0.28786396980285645,-0.6937460899353027,-0.1942809671163559,-2.479318857192993
38,121.5120987654763,2.0846195220947266,0.20978689193725586,-0.7089806795120239,-0.20701633393764496,-2.5971312522888184
39,51.655225480604415,1.7131142616271973,-0.21444419026374817,-0.6589611768722534,-0.11645267903804779,-2.349719524383545
40,25.18287354510889,1.401105284690857,-0.1604374647140503,-0.7038195133209229,-0.19663403928279877,-2.399789333343506
