,smiles,GWP,name
521,C(C(C(F)(Cl)Cl)(F)Cl)(F)F,,
522,C(C(C(F)(Cl)Cl)(F)Cl)(F)Cl,,
523,C(C(C(F)(Cl)Cl)(F)Cl)(F)Br,,
524,C(C(C(F)(Cl)Cl)(F)Cl)(Cl)Cl,,
525,C(C(C(F)(Cl)Cl)(F)Cl)(Cl)Br,,
526,C(C(C(F)(Cl)Cl)(F)Cl)(Br)Br,,
527,C(C(C(F)(Cl)Cl)(F)Cl)F,,
528,C(C(C(F)(Cl)Cl)(F)Cl)Cl,,
529,C(C(C(F)(Cl)Cl)(F)Cl)Br,,
530,C(C(C(F)(Cl)Cl)(F)Br)(F)(F)F,,
531,C(C(C(F)(Cl)Cl)(F)Br)(F)F,,
532,C(C(C(F)(Cl)Cl)(F)Br)(F)Cl,,
533,C(C(C(F)(Cl)Cl)(F)Br)(F)Br,,
534,C(C(C(F)(Cl)Cl)(F)Br)(Cl)Cl,,
535,C(C(C(F)(Cl)Cl)(F)Br)(Cl)Br,,
536,C(C(C(F)(Cl)Cl)(F)Br)(Br)Br,,
537,C(C(C(F)(Cl)Cl)(F)Br)F,,
538,C(C(C(F)(Cl)Cl)(F)Br)Cl,,
539,C(C(C(F)(Cl)Cl)(F)Br)Br,,
540,C(C(C(F)(Cl)Cl)(Cl)Cl)(F)(F)F,,
541,C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F,,
542,C(C(C(F)(Cl)Cl)(Cl)Cl)(F)Cl,,
543,C(C(C(F)(Cl)Cl)(Cl)Cl)(F)Br,,
544,C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl,,
545,C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Br,,
546,C(C(C(F)(Cl)Cl)(Cl)Cl)(Br)Br,,
547,C(C(C(F)(Cl)Cl)(Cl)Cl)F,,
548,C(C(C(F)(Cl)Cl)(Cl)Cl)Cl,,
549,C(C(C(F)(Cl)Cl)(Cl)Cl)Br,,
550,C(C(C(F)(Cl)Cl)(Cl)Br)(F)(F)F,,
551,C(C(C(F)(Cl)Cl)(Cl)Br)(F)F,,
552,C(C(C(F)(Cl)Cl)(Cl)Br)(F)Cl,,
553,C(C(C(F)(Cl)Cl)(Cl)Br)(F)Br,,
554,C(C(C(F)(Cl)Cl)(Cl)Br)(Cl)Cl,,
555,C(C(C(F)(Cl)Cl)(Cl)Br)(Cl)Br,,
556,C(C(C(F)(Cl)Cl)(Cl)Br)(Br)Br,,
557,C(C(C(F)(Cl)Cl)(Cl)Br)F,,
558,C(C(C(F)(Cl)Cl)(Cl)Br)Cl,,
559,C(C(C(F)(Cl)Cl)(Cl)Br)Br,,
560,C(C(C(F)(Cl)Cl)(Br)Br)(F)(F)F,,
561,C(C(C(F)(Cl)Cl)(Br)Br)(F)F,,
562,C(C(C(F)(Cl)Cl)(Br)Br)(F)Cl,,
563,C(C(C(F)(Cl)Cl)(Br)Br)(F)Br,,
564,C(C(C(F)(Cl)Cl)(Br)Br)(Cl)Cl,,
565,C(C(C(F)(Cl)Cl)(Br)Br)(Cl)Br,,
566,C(C(C(F)(Cl)Cl)(Br)Br)(Br)Br,,
567,C(C(C(F)(Cl)Cl)(Br)Br)F,,
568,C(C(C(F)(Cl)Cl)(Br)Br)Cl,,
569,C(C(C(F)(Cl)Cl)(Br)Br)Br,,
570,C(C(C(F)(Cl)Cl)F)(F)(F)F,,
571,C(C(C(F)(Cl)Cl)F)(F)F,,
572,C(C(C(F)(Cl)Cl)F)(F)Cl,,
573,C(C(C(F)(Cl)Cl)F)(F)Br,,
574,C(C(C(F)(Cl)Cl)F)(Cl)Cl,,
575,C(C(C(F)(Cl)Cl)F)(Cl)Br,,
576,C(C(C(F)(Cl)Cl)F)(Br)Br,,
577,C(C(C(F)(Cl)Cl)F)F,,
578,C(C(C(F)(Cl)Cl)F)Cl,,
579,C(C(C(F)(Cl)Cl)F)Br,,
580,C(C(C(F)(Cl)Cl)Cl)(F)(F)F,,
581,C(C(C(F)(Cl)Cl)Cl)(F)F,,
582,C(C(C(F)(Cl)Cl)Cl)(F)Cl,,
583,C(C(C(F)(Cl)Cl)Cl)(F)Br,,
584,C(C(C(F)(Cl)Cl)Cl)(Cl)Cl,,
585,C(C(C(F)(Cl)Cl)Cl)(Cl)Br,,
586,C(C(C(F)(Cl)Cl)Cl)(Br)Br,,
587,C(C(C(F)(Cl)Cl)Cl)F,,
588,C(C(C(F)(Cl)Cl)Cl)Cl,,
589,C(C(C(F)(Cl)Cl)Cl)Br,,
590,C(C(C(F)(Cl)Cl)Br)(F)(F)F,,
591,C(C(C(F)(Cl)Cl)Br)(F)F,,
592,C(C(C(F)(Cl)Cl)Br)(F)Cl,,
593,C(C(C(F)(Cl)Cl)Br)(F)Br,,
594,C(C(C(F)(Cl)Cl)Br)(Cl)Cl,,
595,C(C(C(F)(Cl)Cl)Br)(Cl)Br,,
596,C(C(C(F)(Cl)Cl)Br)(Br)Br,,
597,C(C(C(F)(Cl)Cl)Br)F,,
598,C(C(C(F)(Cl)Cl)Br)Cl,,
599,C(C(C(F)(Cl)Cl)Br)Br,,
600,C(C(C(F)(Cl)Br)(F)(F)F)(F)(F)F,,
601,C(C(C(F)(Cl)Br)(F)(F)F)(F)F,,
602,C(C(C(F)(Cl)Br)(F)(F)F)(F)Cl,,
603,C(C(C(F)(Cl)Br)(F)(F)F)(F)Br,,
604,C(C(C(F)(Cl)Br)(F)(F)F)(Cl)Cl,,
605,C(C(C(F)(Cl)Br)(F)(F)F)(Cl)Br,,
606,C(C(C(F)(Cl)Br)(F)(F)F)(Br)Br,,
607,C(C(C(F)(Cl)Br)(F)(F)F)F,,
608,C(C(C(F)(Cl)Br)(F)(F)F)Cl,,
609,C(C(C(F)(Cl)Br)(F)(F)F)Br,,
610,C(C(C(F)(Cl)Br)(F)F)(F)(F)F,,
611,C(C(C(F)(Cl)Br)(F)F)(F)F,,
612,C(C(C(F)(Cl)Br)(F)F)(F)Cl,,
613,C(C(C(F)(Cl)Br)(F)F)(F)Br,,
614,C(C(C(F)(Cl)Br)(F)F)(Cl)Cl,,
615,C(C(C(F)(Cl)Br)(F)F)(Cl)Br,,
616,C(C(C(F)(Cl)Br)(F)F)(Br)Br,,
617,C(C(C(F)(Cl)Br)(F)F)F,,
618,C(C(C(F)(Cl)Br)(F)F)Cl,,
619,C(C(C(F)(Cl)Br)(F)F)Br,,
620,C(C(C(F)(Cl)Br)(F)Cl)(F)(F)F,,
621,C(C(C(F)(Cl)Br)(F)Cl)(F)F,,
622,C(C(C(F)(Cl)Br)(F)Cl)(F)Cl,,
623,C(C(C(F)(Cl)Br)(F)Cl)(F)Br,,
624,C(C(C(F)(Cl)Br)(F)Cl)(Cl)Cl,,
625,C(C(C(F)(Cl)Br)(F)Cl)(Cl)Br,,
626,C(C(C(F)(Cl)Br)(F)Cl)(Br)Br,,
627,C(C(C(F)(Cl)Br)(F)Cl)F,,
628,C(C(C(F)(Cl)Br)(F)Cl)Cl,,
629,C(C(C(F)(Cl)Br)(F)Cl)Br,,
630,C(C(C(F)(Cl)Br)(F)Br)(F)(F)F,,
631,C(C(C(F)(Cl)Br)(F)Br)(F)F,,
632,C(C(C(F)(Cl)Br)(F)Br)(F)Cl,,
633,C(C(C(F)(Cl)Br)(F)Br)(F)Br,,
634,C(C(C(F)(Cl)Br)(F)Br)(Cl)Cl,,
635,C(C(C(F)(Cl)Br)(F)Br)(Cl)Br,,
636,C(C(C(F)(Cl)Br)(F)Br)(Br)Br,,
637,C(C(C(F)(Cl)Br)(F)Br)F,,
638,C(C(C(F)(Cl)Br)(F)Br)Cl,,
639,C(C(C(F)(Cl)Br)(F)Br)Br,,
640,C(C(C(F)(Cl)Br)(Cl)Cl)(F)(F)F,,
641,C(C(C(F)(Cl)Br)(Cl)Cl)(F)F,,
642,C(C(C(F)(Cl)Br)(Cl)Cl)(F)Cl,,
643,C(C(C(F)(Cl)Br)(Cl)Cl)(F)Br,,
644,C(C(C(F)(Cl)Br)(Cl)Cl)(Cl)Cl,,
645,C(C(C(F)(Cl)Br)(Cl)Cl)(Cl)Br,,
646,C(C(C(F)(Cl)Br)(Cl)Cl)(Br)Br,,
647,C(C(C(F)(Cl)Br)(Cl)Cl)F,,
648,C(C(C(F)(Cl)Br)(Cl)Cl)Cl,,
649,C(C(C(F)(Cl)Br)(Cl)Cl)Br,,
650,C(C(C(F)(Cl)Br)(Cl)Br)(F)(F)F,,
651,C(C(C(F)(Cl)Br)(Cl)Br)(F)F,,
652,C(C(C(F)(Cl)Br)(Cl)Br)(F)Cl,,
653,C(C(C(F)(Cl)Br)(Cl)Br)(F)Br,,
654,C(C(C(F)(Cl)Br)(Cl)Br)(Cl)Cl,,
655,C(C(C(F)(Cl)Br)(Cl)Br)(Cl)Br,,
656,C(C(C(F)(Cl)Br)(Cl)Br)(Br)Br,,
657,C(C(C(F)(Cl)Br)(Cl)Br)F,,
658,C(C(C(F)(Cl)Br)(Cl)Br)Cl,,
659,C(C(C(F)(Cl)Br)(Cl)Br)Br,,
660,C(C(C(F)(Cl)Br)(Br)Br)(F)(F)F,,
661,C(C(C(F)(Cl)Br)(Br)Br)(F)F,,
662,C(C(C(F)(Cl)Br)(Br)Br)(F)Cl,,
663,C(C(C(F)(Cl)Br)(Br)Br)(F)Br,,
664,C(C(C(F)(Cl)Br)(Br)Br)(Cl)Cl,,
665,C(C(C(F)(Cl)Br)(Br)Br)(Cl)Br,,
666,C(C(C(F)(Cl)Br)(Br)Br)(Br)Br,,
667,C(C(C(F)(Cl)Br)(Br)Br)F,,
668,C(C(C(F)(Cl)Br)(Br)Br)Cl,,
669,C(C(C(F)(Cl)Br)(Br)Br)Br,,
670,C(C(C(F)(Cl)Br)F)(F)(F)F,,
671,C(C(C(F)(Cl)Br)F)(F)F,,
672,C(C(C(F)(Cl)Br)F)(F)Cl,,
673,C(C(C(F)(Cl)Br)F)(F)Br,,
674,C(C(C(F)(Cl)Br)F)(Cl)Cl,,
675,C(C(C(F)(Cl)Br)F)(Cl)Br,,
676,C(C(C(F)(Cl)Br)F)(Br)Br,,
677,C(C(C(F)(Cl)Br)F)F,,
678,C(C(C(F)(Cl)Br)F)Cl,,
679,C(C(C(F)(Cl)Br)F)Br,,
680,C(C(C(F)(Cl)Br)Cl)(F)(F)F,,
681,C(C(C(F)(Cl)Br)Cl)(F)F,,
682,C(C(C(F)(Cl)Br)Cl)(F)Cl,,
683,C(C(C(F)(Cl)Br)Cl)(F)Br,,
684,C(C(C(F)(Cl)Br)Cl)(Cl)Cl,,
685,C(C(C(F)(Cl)Br)Cl)(Cl)Br,,
686,C(C(C(F)(Cl)Br)Cl)(Br)Br,,
687,C(C(C(F)(Cl)Br)Cl)F,,
688,C(C(C(F)(Cl)Br)Cl)Cl,,
689,C(C(C(F)(Cl)Br)Cl)Br,,
690,C(C(C(F)(Cl)Br)Br)(F)(F)F,,
691,C(C(C(F)(Cl)Br)Br)(F)F,,
692,C(C(C(F)(Cl)Br)Br)(F)Cl,,
693,C(C(C(F)(Cl)Br)Br)(F)Br,,
694,C(C(C(F)(Cl)Br)Br)(Cl)Cl,,
695,C(C(C(F)(Cl)Br)Br)(Cl)Br,,
696,C(C(C(F)(Cl)Br)Br)(Br)Br,,
697,C(C(C(F)(Cl)Br)Br)F,,
698,C(C(C(F)(Cl)Br)Br)Cl,,
699,C(C(C(F)(Cl)Br)Br)Br,,
700,C(C(C(F)(Br)Cl)(F)(F)F)(F)(F)F,,
701,C(C(C(F)(Br)Cl)(F)(F)F)(F)F,,
702,C(C(C(F)(Br)Cl)(F)(F)F)(F)Cl,,
703,C(C(C(F)(Br)Cl)(F)(F)F)(F)Br,,
704,C(C(C(F)(Br)Cl)(F)(F)F)(Cl)Cl,,
705,C(C(C(F)(Br)Cl)(F)(F)F)(Cl)Br,,
706,C(C(C(F)(Br)Cl)(F)(F)F)(Br)Br,,
707,C(C(C(F)(Br)Cl)(F)(F)F)F,,
708,C(C(C(F)(Br)Cl)(F)(F)F)Cl,,
709,C(C(C(F)(Br)Cl)(F)(F)F)Br,,
710,C(C(C(F)(Br)Cl)(F)F)(F)(F)F,,
711,C(C(C(F)(Br)Cl)(F)F)(F)F,,
712,C(C(C(F)(Br)Cl)(F)F)(F)Cl,,
713,C(C(C(F)(Br)Cl)(F)F)(F)Br,,
714,C(C(C(F)(Br)Cl)(F)F)(Cl)Cl,,
715,C(C(C(F)(Br)Cl)(F)F)(Cl)Br,,
716,C(C(C(F)(Br)Cl)(F)F)(Br)Br,,
717,C(C(C(F)(Br)Cl)(F)F)F,,
718,C(C(C(F)(Br)Cl)(F)F)Cl,,
719,C(C(C(F)(Br)Cl)(F)F)Br,,
720,C(C(C(F)(Br)Cl)(F)Cl)(F)(F)F,,
721,C(C(C(F)(Br)Cl)(F)Cl)(F)F,,
722,C(C(C(F)(Br)Cl)(F)Cl)(F)Cl,,
723,C(C(C(F)(Br)Cl)(F)Cl)(F)Br,,
724,C(C(C(F)(Br)Cl)(F)Cl)(Cl)Cl,,
725,C(C(C(F)(Br)Cl)(F)Cl)(Cl)Br,,
726,C(C(C(F)(Br)Cl)(F)Cl)(Br)Br,,
727,C(C(C(F)(Br)Cl)(F)Cl)F,,
728,C(C(C(F)(Br)Cl)(F)Cl)Cl,,
729,C(C(C(F)(Br)Cl)(F)Cl)Br,,
730,C(C(C(F)(Br)Cl)(F)Br)(F)(F)F,,
731,C(C(C(F)(Br)Cl)(F)Br)(F)F,,
732,C(C(C(F)(Br)Cl)(F)Br)(F)Cl,,
733,C(C(C(F)(Br)Cl)(F)Br)(F)Br,,
734,C(C(C(F)(Br)Cl)(F)Br)(Cl)Cl,,
735,C(C(C(F)(Br)Cl)(F)Br)(Cl)Br,,
736,C(C(C(F)(Br)Cl)(F)Br)(Br)Br,,
737,C(C(C(F)(Br)Cl)(F)Br)F,,
738,C(C(C(F)(Br)Cl)(F)Br)Cl,,
739,C(C(C(F)(Br)Cl)(F)Br)Br,,
740,C(C(C(F)(Br)Cl)(Cl)Cl)(F)(F)F,,
741,C(C(C(F)(Br)Cl)(Cl)Cl)(F)F,,
742,C(C(C(F)(Br)Cl)(Cl)Cl)(F)Cl,,
743,C(C(C(F)(Br)Cl)(Cl)Cl)(F)Br,,
744,C(C(C(F)(Br)Cl)(Cl)Cl)(Cl)Cl,,
745,C(C(C(F)(Br)Cl)(Cl)Cl)(Cl)Br,,
746,C(C(C(F)(Br)Cl)(Cl)Cl)(Br)Br,,
747,C(C(C(F)(Br)Cl)(Cl)Cl)F,,
748,C(C(C(F)(Br)Cl)(Cl)Cl)Cl,,
749,C(C(C(F)(Br)Cl)(Cl)Cl)Br,,
750,C(C(C(F)(Br)Cl)(Cl)Br)(F)(F)F,,
751,C(C(C(F)(Br)Cl)(Cl)Br)(F)F,,
752,C(C(C(F)(Br)Cl)(Cl)Br)(F)Cl,,
753,C(C(C(F)(Br)Cl)(Cl)Br)(F)Br,,
754,C(C(C(F)(Br)Cl)(Cl)Br)(Cl)Cl,,
755,C(C(C(F)(Br)Cl)(Cl)Br)(Cl)Br,,
756,C(C(C(F)(Br)Cl)(Cl)Br)(Br)Br,,
757,C(C(C(F)(Br)Cl)(Cl)Br)F,,
758,C(C(C(F)(Br)Cl)(Cl)Br)Cl,,
759,C(C(C(F)(Br)Cl)(Cl)Br)Br,,
760,C(C(C(F)(Br)Cl)(Br)Br)(F)(F)F,,
761,C(C(C(F)(Br)Cl)(Br)Br)(F)F,,
762,C(C(C(F)(Br)Cl)(Br)Br)(F)Cl,,
763,C(C(C(F)(Br)Cl)(Br)Br)(F)Br,,
764,C(C(C(F)(Br)Cl)(Br)Br)(Cl)Cl,,
765,C(C(C(F)(Br)Cl)(Br)Br)(Cl)Br,,
766,C(C(C(F)(Br)Cl)(Br)Br)(Br)Br,,
767,C(C(C(F)(Br)Cl)(Br)Br)F,,
768,C(C(C(F)(Br)Cl)(Br)Br)Cl,,
769,C(C(C(F)(Br)Cl)(Br)Br)Br,,
770,C(C(C(F)(Br)Cl)F)(F)(F)F,,
771,C(C(C(F)(Br)Cl)F)(F)F,,
772,C(C(C(F)(Br)Cl)F)(F)Cl,,
773,C(C(C(F)(Br)Cl)F)(F)Br,,
774,C(C(C(F)(Br)Cl)F)(Cl)Cl,,
775,C(C(C(F)(Br)Cl)F)(Cl)Br,,
776,C(C(C(F)(Br)Cl)F)(Br)Br,,
777,C(C(C(F)(Br)Cl)F)F,,
778,C(C(C(F)(Br)Cl)F)Cl,,
779,C(C(C(F)(Br)Cl)F)Br,,
780,C(C(C(F)(Br)Cl)Cl)(F)(F)F,,
781,C(C(C(F)(Br)Cl)Cl)(F)F,,
782,C(C(C(F)(Br)Cl)Cl)(F)Cl,,
783,C(C(C(F)(Br)Cl)Cl)(F)Br,,
784,C(C(C(F)(Br)Cl)Cl)(Cl)Cl,,
785,C(C(C(F)(Br)Cl)Cl)(Cl)Br,,
786,C(C(C(F)(Br)Cl)Cl)(Br)Br,,
787,C(C(C(F)(Br)Cl)Cl)F,,
788,C(C(C(F)(Br)Cl)Cl)Cl,,
789,C(C(C(F)(Br)Cl)Cl)Br,,
790,C(C(C(F)(Br)Cl)Br)(F)(F)F,,
791,C(C(C(F)(Br)Cl)Br)(F)F,,
792,C(C(C(F)(Br)Cl)Br)(F)Cl,,
793,C(C(C(F)(Br)Cl)Br)(F)Br,,
794,C(C(C(F)(Br)Cl)Br)(Cl)Cl,,
795,C(C(C(F)(Br)Cl)Br)(Cl)Br,,
796,C(C(C(F)(Br)Cl)Br)(Br)Br,,
797,C(C(C(F)(Br)Cl)Br)F,,
798,C(C(C(F)(Br)Cl)Br)Cl,,
799,C(C(C(F)(Br)Cl)Br)Br,,
800,C(C(C(F)(Br)Br)(F)(F)F)(F)(F)F,,
801,C(C(C(F)(Br)Br)(F)(F)F)(F)F,,
802,C(C(C(F)(Br)Br)(F)(F)F)(F)Cl,,
803,C(C(C(F)(Br)Br)(F)(F)F)(F)Br,,
804,C(C(C(F)(Br)Br)(F)(F)F)(Cl)Cl,,
805,C(C(C(F)(Br)Br)(F)(F)F)(Cl)Br,,
806,C(C(C(F)(Br)Br)(F)(F)F)(Br)Br,,
807,C(C(C(F)(Br)Br)(F)(F)F)F,,
808,C(C(C(F)(Br)Br)(F)(F)F)Cl,,
809,C(C(C(F)(Br)Br)(F)(F)F)Br,,
810,C(C(C(F)(Br)Br)(F)F)(F)(F)F,,
811,C(C(C(F)(Br)Br)(F)F)(F)F,,
812,C(C(C(F)(Br)Br)(F)F)(F)Cl,,
813,C(C(C(F)(Br)Br)(F)F)(F)Br,,
814,C(C(C(F)(Br)Br)(F)F)(Cl)Cl,,
815,C(C(C(F)(Br)Br)(F)F)(Cl)Br,,
816,C(C(C(F)(Br)Br)(F)F)(Br)Br,,
817,C(C(C(F)(Br)Br)(F)F)F,,
818,C(C(C(F)(Br)Br)(F)F)Cl,,
819,C(C(C(F)(Br)Br)(F)F)Br,,
820,C(C(C(F)(Br)Br)(F)Cl)(F)(F)F,,
821,C(C(C(F)(Br)Br)(F)Cl)(F)F,,
822,C(C(C(F)(Br)Br)(F)Cl)(F)Cl,,
823,C(C(C(F)(Br)Br)(F)Cl)(F)Br,,
824,C(C(C(F)(Br)Br)(F)Cl)(Cl)Cl,,
825,C(C(C(F)(Br)Br)(F)Cl)(Cl)Br,,
826,C(C(C(F)(Br)Br)(F)Cl)(Br)Br,,
827,C(C(C(F)(Br)Br)(F)Cl)F,,
828,C(C(C(F)(Br)Br)(F)Cl)Cl,,
829,C(C(C(F)(Br)Br)(F)Cl)Br,,
830,C(C(C(F)(Br)Br)(F)Br)(F)(F)F,,
831,C(C(C(F)(Br)Br)(F)Br)(F)F,,
832,C(C(C(F)(Br)Br)(F)Br)(F)Cl,,
833,C(C(C(F)(Br)Br)(F)Br)(F)Br,,
834,C(C(C(F)(Br)Br)(F)Br)(Cl)Cl,,
835,C(C(C(F)(Br)Br)(F)Br)(Cl)Br,,
836,C(C(C(F)(Br)Br)(F)Br)(Br)Br,,
837,C(C(C(F)(Br)Br)(F)Br)F,,
838,C(C(C(F)(Br)Br)(F)Br)Cl,,
839,C(C(C(F)(Br)Br)(F)Br)Br,,
840,C(C(C(F)(Br)Br)(Cl)Cl)(F)(F)F,,
841,C(C(C(F)(Br)Br)(Cl)Cl)(F)F,,
842,C(C(C(F)(Br)Br)(Cl)Cl)(F)Cl,,
843,C(C(C(F)(Br)Br)(Cl)Cl)(F)Br,,
844,C(C(C(F)(Br)Br)(Cl)Cl)(Cl)Cl,,
845,C(C(C(F)(Br)Br)(Cl)Cl)(Cl)Br,,
846,C(C(C(F)(Br)Br)(Cl)Cl)(Br)Br,,
847,C(C(C(F)(Br)Br)(Cl)Cl)F,,
848,C(C(C(F)(Br)Br)(Cl)Cl)Cl,,
849,C(C(C(F)(Br)Br)(Cl)Cl)Br,,
850,C(C(C(F)(Br)Br)(Cl)Br)(F)(F)F,,
851,C(C(C(F)(Br)Br)(Cl)Br)(F)F,,
852,C(C(C(F)(Br)Br)(Cl)Br)(F)Cl,,
853,C(C(C(F)(Br)Br)(Cl)Br)(F)Br,,
854,C(C(C(F)(Br)Br)(Cl)Br)(Cl)Cl,,
855,C(C(C(F)(Br)Br)(Cl)Br)(Cl)Br,,
856,C(C(C(F)(Br)Br)(Cl)Br)(Br)Br,,
857,C(C(C(F)(Br)Br)(Cl)Br)F,,
858,C(C(C(F)(Br)Br)(Cl)Br)Cl,,
859,C(C(C(F)(Br)Br)(Cl)Br)Br,,
860,C(C(C(F)(Br)Br)(Br)Br)(F)(F)F,,
861,C(C(C(F)(Br)Br)(Br)Br)(F)F,,
862,C(C(C(F)(Br)Br)(Br)Br)(F)Cl,,
863,C(C(C(F)(Br)Br)(Br)Br)(F)Br,,
864,C(C(C(F)(Br)Br)(Br)Br)(Cl)Cl,,
865,C(C(C(F)(Br)Br)(Br)Br)(Cl)Br,,
866,C(C(C(F)(Br)Br)(Br)Br)(Br)Br,,
867,C(C(C(F)(Br)Br)(Br)Br)F,,
868,C(C(C(F)(Br)Br)(Br)Br)Cl,,
869,C(C(C(F)(Br)Br)(Br)Br)Br,,
870,C(C(C(F)(Br)Br)F)(F)(F)F,,
871,C(C(C(F)(Br)Br)F)(F)F,,
872,C(C(C(F)(Br)Br)F)(F)Cl,,
873,C(C(C(F)(Br)Br)F)(F)Br,,
874,C(C(C(F)(Br)Br)F)(Cl)Cl,,
875,C(C(C(F)(Br)Br)F)(Cl)Br,,
876,C(C(C(F)(Br)Br)F)(Br)Br,,
877,C(C(C(F)(Br)Br)F)F,,
878,C(C(C(F)(Br)Br)F)Cl,,
879,C(C(C(F)(Br)Br)F)Br,,
880,C(C(C(F)(Br)Br)Cl)(F)(F)F,,
881,C(C(C(F)(Br)Br)Cl)(F)F,,
882,C(C(C(F)(Br)Br)Cl)(F)Cl,,
883,C(C(C(F)(Br)Br)Cl)(F)Br,,
884,C(C(C(F)(Br)Br)Cl)(Cl)Cl,,
885,C(C(C(F)(Br)Br)Cl)(Cl)Br,,
886,C(C(C(F)(Br)Br)Cl)(Br)Br,,
887,C(C(C(F)(Br)Br)Cl)F,,
888,C(C(C(F)(Br)Br)Cl)Cl,,
889,C(C(C(F)(Br)Br)Cl)Br,,
890,C(C(C(F)(Br)Br)Br)(F)(F)F,,
891,C(C(C(F)(Br)Br)Br)(F)F,,
892,C(C(C(F)(Br)Br)Br)(F)Cl,,
893,C(C(C(F)(Br)Br)Br)(F)Br,,
894,C(C(C(F)(Br)Br)Br)(Cl)Cl,,
895,C(C(C(F)(Br)Br)Br)(Cl)Br,,
896,C(C(C(F)(Br)Br)Br)(Br)Br,,
897,C(C(C(F)(Br)Br)Br)F,,
898,C(C(C(F)(Br)Br)Br)Cl,,
899,C(C(C(F)(Br)Br)Br)Br,,
900,C(C(C(Cl)(Cl)Cl)(F)(F)F)(F)(F)F,,
901,C(C(C(Cl)(Cl)Cl)(F)(F)F)(F)F,,
902,C(C(C(Cl)(Cl)Cl)(F)(F)F)(F)Cl,,
903,C(C(C(Cl)(Cl)Cl)(F)(F)F)(F)Br,,
904,C(C(C(Cl)(Cl)Cl)(F)(F)F)(Cl)Cl,,
905,C(C(C(Cl)(Cl)Cl)(F)(F)F)(Cl)Br,,
906,C(C(C(Cl)(Cl)Cl)(F)(F)F)(Br)Br,,
907,C(C(C(Cl)(Cl)Cl)(F)(F)F)F,,
908,C(C(C(Cl)(Cl)Cl)(F)(F)F)Cl,,
909,C(C(C(Cl)(Cl)Cl)(F)(F)F)Br,,
910,C(C(C(Cl)(Cl)Cl)(F)F)(F)(F)F,,
911,C(C(C(Cl)(Cl)Cl)(F)F)(F)F,,
912,C(C(C(Cl)(Cl)Cl)(F)F)(F)Cl,,
913,C(C(C(Cl)(Cl)Cl)(F)F)(F)Br,,
914,C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Cl,,
915,C(C(C(Cl)(Cl)Cl)(F)F)(Cl)Br,,
916,C(C(C(Cl)(Cl)Cl)(F)F)(Br)Br,,
917,C(C(C(Cl)(Cl)Cl)(F)F)F,,
918,C(C(C(Cl)(Cl)Cl)(F)F)Cl,,
919,C(C(C(Cl)(Cl)Cl)(F)F)Br,,
920,C(C(C(Cl)(Cl)Cl)(F)Cl)(F)(F)F,,
921,C(C(C(Cl)(Cl)Cl)(F)Cl)(F)F,,
922,C(C(C(Cl)(Cl)Cl)(F)Cl)(F)Cl,,
923,C(C(C(Cl)(Cl)Cl)(F)Cl)(F)Br,,
924,C(C(C(Cl)(Cl)Cl)(F)Cl)(Cl)Cl,,
925,C(C(C(Cl)(Cl)Cl)(F)Cl)(Cl)Br,,
926,C(C(C(Cl)(Cl)Cl)(F)Cl)(Br)Br,,
927,C(C(C(Cl)(Cl)Cl)(F)Cl)F,,
928,C(C(C(Cl)(Cl)Cl)(F)Cl)Cl,,
929,C(C(C(Cl)(Cl)Cl)(F)Cl)Br,,
930,C(C(C(Cl)(Cl)Cl)(F)Br)(F)(F)F,,
931,C(C(C(Cl)(Cl)Cl)(F)Br)(F)F,,
932,C(C(C(Cl)(Cl)Cl)(F)Br)(F)Cl,,
933,C(C(C(Cl)(Cl)Cl)(F)Br)(F)Br,,
934,C(C(C(Cl)(Cl)Cl)(F)Br)(Cl)Cl,,
935,C(C(C(Cl)(Cl)Cl)(F)Br)(Cl)Br,,
936,C(C(C(Cl)(Cl)Cl)(F)Br)(Br)Br,,
937,C(C(C(Cl)(Cl)Cl)(F)Br)F,,
938,C(C(C(Cl)(Cl)Cl)(F)Br)Cl,,
939,C(C(C(Cl)(Cl)Cl)(F)Br)Br,,
940,C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)(F)F,,
941,C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F,,
942,C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)Cl,,
943,C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)Br,,
944,C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl,,
945,C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Br,,
946,C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Br)Br,,
947,C(C(C(Cl)(Cl)Cl)(Cl)Cl)F,,
948,C(C(C(Cl)(Cl)Cl)(Cl)Cl)Cl,,
949,C(C(C(Cl)(Cl)Cl)(Cl)Cl)Br,,
950,C(C(C(Cl)(Cl)Cl)(Cl)Br)(F)(F)F,,
951,C(C(C(Cl)(Cl)Cl)(Cl)Br)(F)F,,
952,C(C(C(Cl)(Cl)Cl)(Cl)Br)(F)Cl,,
953,C(C(C(Cl)(Cl)Cl)(Cl)Br)(F)Br,,
