,smiles,GWP,name
4597,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)Cl,,
4598,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F,,
4599,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,,
4600,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(Cl)Cl,,
4601,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F)(Cl)F,,
4602,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F)(F)F)(F)F,,
4603,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F)(F)F)(Cl)Cl,,
4604,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F)(F)F)(Cl)F,,
4605,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F,,
4606,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)Cl,,
4607,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F,,
4608,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(F)F,,
4609,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl,,
4610,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)F)(Cl)F,,
4611,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(F)F)(F)F,,
4612,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(F)F)(Cl)Cl,,
4613,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(F)F)(Cl)F,,
4614,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)Cl)(F)F,,
4615,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)Cl,,
4616,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)Cl)(Cl)F,,
4617,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(F)F,,
4618,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)Cl,,
4619,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F)(Cl)F,,
4620,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(F)F)(F)F,,
4621,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl,,
4622,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F,,
4623,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F,,
4624,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl,,
4625,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F,,
4626,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F,,
4627,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl,,
4628,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)F)(Cl)F,,
4629,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(F)F)(F)F,,
4630,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(F)F)(Cl)Cl,,
4631,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(F)F)(Cl)F,,
4632,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl)(F)F,,
4633,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl,,
4634,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl)(Cl)F,,
4635,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)F)(F)F,,
4636,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)Cl,,
4637,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)F)(Cl)F,,
4638,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(F)F,,
4639,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)Cl,,
4640,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F)(Cl)F,,
4641,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F,,
4642,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl,,
4643,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,,
4644,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F,,
4645,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl,,
4646,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F,,
4647,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F,,
4648,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl,,
4649,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,,
4650,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,,
4651,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl,,
4652,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F,,
4653,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F,,
4654,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl,,
4655,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F,,
4656,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F,,
4657,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl,,
4658,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(F)F)(Cl)F,,
4659,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F,,
4660,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl,,
4661,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F,,
4662,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)F)(F)F,,
4663,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl,,
4664,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F,,
4665,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(F)F)(F)F,,
4666,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(F)F)(Cl)Cl,,
4667,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(F)F)(Cl)F,,
4668,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(F)F,,
4669,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl,,
4670,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl)(Cl)F,,
4671,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)F)(F)F,,
4672,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)F)(Cl)Cl,,
4673,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)F)(Cl)F,,
4674,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(F)F,,
4675,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl,,
4676,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F)(Cl)F,,
4677,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl)(F)F,,
4678,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)Cl,,
4679,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F,,
4680,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(F)F,,
4681,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(Cl)Cl,,
4682,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(Cl)F)(Cl)F,,
4683,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(F)F)(F)F,,
4684,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(F)F)(Cl)Cl,,
4685,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(F)F)(Cl)F,,
4686,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(F)F,,
4687,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)Cl,,
4688,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F,,
4689,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)F)(F)F,,
4690,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl,,
4691,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)F)(Cl)F,,
4692,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(F)F,,
4693,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)Cl,,
4694,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F)(Cl)F,,
4695,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(F)F,,
4696,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)Cl,,
4697,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)Cl)(Cl)F,,
4698,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(F)F,,
4699,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)Cl,,
4700,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F)(Cl)F,,
4701,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(F)F,,
4702,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)Cl,,
4703,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F)(Cl)F,,
4704,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(F)F,,
4705,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl,,
4706,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F,,
4707,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(F)F,,
4708,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)Cl,,
4709,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F)(Cl)F,,
4710,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(F)F)(F)F,,
4711,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)Cl,,
4712,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(F)F)(Cl)F,,
4713,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(F)F,,
4714,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(Cl)Cl,,
4715,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl)(Cl)F,,
4716,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(F)F,,
4717,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)Cl,,
4718,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F)(Cl)F,,
4719,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(F)F,,
4720,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)Cl,,
4721,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F)(Cl)F,,
4722,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(F)F,,
4723,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl,,
4724,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F,,
4725,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(F)F,,
4726,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl,,
4727,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F,,
4728,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F,,
4729,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl,,
4730,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F,,
4731,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F,,
4732,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl,,
4733,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F,,
4734,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F,,
4735,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl,,
4736,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F,,
4737,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F,,
4738,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl,,
4739,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F,,
4740,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F,,
4741,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl,,
4742,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F,,
4743,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F,,
4744,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl,,
4745,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F,,
4746,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F,,
4747,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl,,
4748,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)F,,
4749,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(F)F,,
4750,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)Cl,,
4751,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl)(Cl)F,,
4752,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(F)F,,
4753,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(Cl)Cl,,
4754,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F)(Cl)F,,
4755,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(F)F,,
4756,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)Cl,,
4757,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F)(Cl)F,,
4758,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(F)F,,
4759,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)Cl,,
4760,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl)(Cl)F,,
4761,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(F)F,,
4762,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(Cl)Cl,,
4763,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F)(Cl)F,,
4764,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(F)F,,
4765,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)Cl,,
4766,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F)(Cl)F,,
4767,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl)(F)F,,
4768,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl)(Cl)Cl,,
4769,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl)(Cl)F,,
4770,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(F)F,,
4771,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(Cl)Cl,,
4772,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F)(Cl)F,,
4773,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F)(F)F,,
4774,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F)(Cl)Cl,,
4775,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(F)F)(Cl)F,,
4776,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl)(F)F,,
4777,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)Cl,,
4778,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)(Cl)F)(F)F)(F)F)(Cl)Cl)(Cl)F,,
